name,alt_name,ra,dec,bv_color,parallax
HR 4428,,280.15747,34.76528,0.07,0.021
HR 4429,,126.62572,35.42267,0.24,0.02
HR 443,,282.11206,-69.89254,0.06,
HR 4430,,156.8299,64.78232,1.27,
HR 4431,58    UMa,163.27492,67.07362,0.49,
HR 4432,87    Leo,266.77906,54.07388,1.54,0.015
HR 4433,86    Leo,233.76044,69.44063,1.05,0.026
HR 4434,1Lam Dra,132.98167,46.20413,1.62,0.026
HR 4435,,154.61333,63.94328,0.88,
HR 4436,,153.19965,63.3532,0.93,
HR 4437,88    Leo,243.43935,67.47205,0.57,0.035
HR 4438,,293.45035,0.10855,0.52,
HR 4439,,138.90382,53.52447,0.5,0.045
HR 444,,153.37635,-69.38826,-0.04,
HR 4440,,278.97275,38.36144,0.54,
HR 4441,Omi1Cen,292.95279,1.87713,1.08,0.024
HR 4442,Omi2Cen,292.98054,1.80872,0.49,0.014
HR 4443,,282.88042,30.50733,0.53,0.013
HR 4444,,282.88028,30.50963,0.53,0.013
HR 4445,,281.86253,32.87038,1.66,
HR 4446,,271.55642,50.19151,1.38,
HR 4447,,287.11836,20.00829,1.58,
HR 4448,,295.29049,-5.27139,1.13,
HR 4449,,283.75368,28.84307,1.58,0.019
HR 445,,263.48429,-76.89478,1.02,0.007
HR 4450,Xi  Hya,284.07461,28.12564,0.94,0.027
HR 4451,,277.0491,42.62714,0.6,
HR 4452,,177.50292,70.97751,1.05,-0.014
HR 4453,,287.32637,19.91495,0.12,0.028
HR 4454,,250.76803,65.7237,0.18,
HR 4455,89    Leo,262.17458,59.6869,0.46,0.045
HR 4456,90    Leo,239.17909,69.46873,-0.16,0.003
HR 4457,,144.43644,59.03941,1.02,
HR 4458,,284.77738,27.31328,0.81,0.106
HR 4459,,229.79941,71.31924,1.01,
HR 446,,132.31581,-24.85273,-0.07,0.018
HR 4460,,291.79278,6.94086,-0.08,
HR 4461,2    Dra,132.45086,46.38723,1.01,0.025
HR 4462,,290.2819,11.84715,1.04,0.034
HR 4463,,289.78681,13.54456,1.66,0.008
HR 4464,,251.61857,65.91659,0.13,
HR 4465,,206.34801,73.33412,0.23,0.012
HR 4466,,289.98629,13.32304,0.25,0.022
HR 4467,Lam Cen,294.47253,-1.39727,-0.04,
HR 4468,21The Crt,274.24928,48.8616,-0.08,
HR 4469,,285.51135,26.75691,1.02,
HR 447,,286.39748,-66.05802,0.46,
HR 4470,,286.80735,23.28205,0.06,
HR 4471,91Ups Leo,267.26335,56.79826,1,0.019
HR 4472,,293.97339,0.50713,-0.09,
HR 4473,,285.39959,27.33746,0.46,
HR 4474,,148.76875,62.65986,1.07,
HR 4475,,294.11307,0.30758,1.12,0.002
HR 4476,,290.28893,13.30289,1.24,0.001
HR 4477,59    UMa,159.98551,67.87192,0.33,
HR 4478,,255.99694,64.84631,1.08,
HR 4479,Pi  Cha,298.35699,-13.68805,0.35,
HR 448,,151.37879,-67.53159,0.64,
HR 4480,60    UMa,154.15739,65.6314,0.38,
HR 4481,,135.30901,51.00065,,0.004
HR 4482,,186.01708,73.01881,1.32,
HR 4483,1Ome Vir,257.26383,64.32447,1.57,-0.005
HR 4484,,269.29336,55.59166,1.12,
HR 4485,,295.99149,-5.74615,1.02,
HR 4486,,157.06153,66.90172,0.56,0.049
HR 4487,,294.39318,-0.17617,-0.02,0.024
HR 4488,24Iot Crt,276.99681,45.97332,0.52,
HR 4489,,282.69673,35.28843,0.82,
HR 449,,126.08587,11.71103,0.03,
HR 4490,,278.0829,44.92142,0,
HR 4491,,279.21429,42.92992,1.62,
HR 4492,,295.53121,-3.56506,0.8,0.006
HR 4493,,140.07031,56.733,-0.12,
HR 4494,Omi Hya,286.7153,25.87417,-0.07,
HR 4495,92    Leo,228.85249,72.91044,0.98,
HR 4496,61    UMa,183.54936,73.32456,0.72,0.119
HR 4497,,292.55082,7.47145,1.66,
HR 4498,,284.98131,31.2132,0.66,0.032
HR 4499,,294.77882,-0.34012,1.15,0.025
HR 45,89Chi Peg,111.30389,-41.83187,1.57,0.015
HR 450,,137.10695,-43.21395,1.52,
HR 4500,,142.46628,59.23274,1.49,
HR 4501,62    UMa,191.85184,74.12439,0.43,0.026
HR 4502,,289.5667,17.94913,,
HR 4503,,286.29215,28.10979,1.48,0.015
HR 4504,3    Dra,133.20383,48.98497,1.28,
HR 4505,,226.49158,73.51269,,
HR 4506,,281.62463,39.69,0.95,
HR 4507,,300.70828,-20.53432,1.08,
HR 4508,,288.19595,23.72839,1.46,
HR 4509,,299.65807,-16.87271,0.9,
HR 451,49    Cet,166.32731,-74.77863,0.07,
HR 4510,,274.6877,52.45237,0.96,
HR 4511,,295.17905,-0.64441,0.8,0.037
HR 4512,,216.36982,74.80982,1.53,
HR 4513,,295.31996,-1.00925,0.06,
HR 4514,27Zet Crt,281.53491,41.73405,0.97,0.03
HR 4515,2Xi  Vir,260.18255,65.4802,0.18,0.039
HR 4516,,291.91266,12.37988,1.17,
HR 4517,3Nu  Vir,262.86546,64.17324,1.51,0.014
HR 4518,63Chi UMa,150.31979,65.723,1.18,0.019
HR 4519,,291.09312,15.66594,-0.12,
HR 452,,131.88388,-21.02165,1.11,
HR 4520,Lam Mus,296.48361,-4.68458,0.16,
HR 4521,,140.77152,59.20925,1.27,
HR 4522,,295.18718,0.71339,0.9,0.011
HR 4523,,289.79924,20.70982,0.66,0.099
HR 4524,,288.57998,25.16583,0.96,
HR 4525,,286.83968,30.57154,0.68,0.064
HR 4526,,294.42372,4.11228,1.67,0.004
HR 4527,93    Leo,235.00316,73.93173,0.55,0.022
HR 4528,4    Vir,261.46085,65.86263,0.02,0.017
HR 4529,,278.6028,49.55697,0.58,
HR 453,,242.30572,-79.43031,1.11,
HR 4530,Mu  Mus,296.75725,-4.70362,1.54,0.013
HR 4531,,251.06182,70.52873,0.29,0.053
HR 4532,,286.00569,34.05326,1.6,0.019
HR 4533,,271.72975,58.71951,0.52,
HR 4534,94Bet Leo,250.64082,70.79971,0.09,0.082
HR 4535,,246.81723,71.94161,0.27,
HR 4536,,178.55844,74.67047,0.46,
HR 4537,,296.1765,-1.72945,-0.15,
HR 4538,,297.73564,-7.97693,1.4,0.009
HR 4539,,282.10717,44.52264,0.95,
HR 454,,130.53985,-13.48285,1.21,
HR 4540,5Bet Vir,270.52423,60.75587,0.55,0.104
HR 4541,,295.99234,-0.60221,0.26,
HR 4542,,286.66702,33.66574,0.98,
HR 4543,,256.29293,69.46563,0.27,
HR 4544,,276.46787,54.40532,1.06,
HR 4545,,183.61963,75.58119,0.32,
HR 4546,,291.91455,16.40445,1.3,0.022
HR 4547,,280.65785,48.06888,0.4,
HR 4548,,288.07858,30.30772,0.56,0.019
HR 4549,,296.7344,-3.0538,-0.11,
HR 455,101    Psc,138.71111,-46.84751,-0.04,
HR 4550,,168.531,73.77844,0.75,0.116
HR 4551,,294.89252,4.95593,0.07,
HR 4552,Bet Hya,289.27225,27.40644,-0.1,0.01
HR 4553,,289.71812,26.31265,0.08,
HR 4554,64Gam UMa,140.84018,61.38488,0,0.028
HR 4555,,273.06646,60.04067,0.2,
HR 4556,,295.25561,4.60606,0.05,
HR 4557,,290.65206,23.75971,0.52,0.052
HR 4558,,287.21522,35.42052,0.88,0.032
HR 4559,6    Vir,264.78833,67.04151,0.94,
HR 456,40    Cas,126.40097,10.48611,0.96,0.017
HR 4560,65    UMa,149.12185,67.68222,0.1,0.003
HR 4561,65    UMa,149.09839,67.69717,0.01,0.003
HR 4562,,170.4408,74.70497,1.58,
HR 4563,,296.63739,-1.09901,0.19,
HR 4564,95    Leo,251.67089,72.69713,0.11,-0.003
HR 4565,,288.3365,32.80932,1.5,
HR 4566,66    UMa,137.73328,58.90727,1.1,
HR 4567,30Eta Crt,284.47168,43.72539,-0.02,0.023
HR 4568,,291.45126,21.94149,1.02,
HR 4569,,134.05364,54.38543,0.96,
HR 457,,137.78997,-44.15127,,
HR 4570,,293.34505,14.77838,0.4,
HR 4571,,290.05516,28.19316,-0.04,
HR 4572,,159.77774,72.67687,0.46,
HR 4573,,296.75919,-0.22332,-0.15,
HR 4574,,185.75685,77.34271,0.29,
HR 4575,,133.82624,54.52626,,
HR 4576,,295.56616,5.79205,-0.08,
HR 4577,,292.23854,20.81939,0.97,
HR 4578,,297.2699,-2.04771,0.18,
HR 4579,,288.39759,35.47586,0.03,
HR 458,50Ups And,132.00075,-20.66604,0.54,0.062
HR 4580,,275.46663,60.57845,1.26,
HR 4581,,181.57769,77.22609,1.15,
HR 4582,,294.74405,10.34236,1.28,
HR 4583,Eps Cha,300.20855,-15.62503,-0.06,0.012
HR 4584,,177.82999,76.95969,0.22,
HR 4585,7    Vir,273.04737,63.49908,0,0.016
HR 4586,,125.42433,36.02638,1.61,
HR 4587,,283.11802,50.46506,0.77,0.08
HR 4588,,287.61324,39.5208,1.22,
HR 4589,8Pi  Vir,270.29648,66.22793,0.13,0.021
HR 459,50    Cet,166.61272,-74.35847,1.21,
HR 4590,,286.91928,41.63466,-0.2,
HR 4591,,278.14547,58.65659,1.21,
HR 4592,,296.23757,4.71741,0,
HR 4593,,169.73602,76.17122,1.01,0.028
HR 4594,67    UMa,151.89964,71.20066,0.26,0.019
HR 4595,,301.92493,-22.85629,1.29,
HR 4596,,299.02427,-8.98957,1.17,
HR 4597,,298.5959,-6.73238,-0.08,
HR 4598,,282.53729,53.25368,1.49,
HR 4599,The1Cru,297.52773,-0.95016,0.27,0.021
HR 46,,96.86865,-68.76028,1.62,0.003
HR 460,,292.00593,-58.04975,0.38,0.011
HR 4600,,293.60221,19.57037,0.41,0.039
HR 4601,,299.64164,-11.64765,1.23,
HR 4602,2    Com,238.21665,77.85922,0.22,0.005
HR 4603,The2Cru,297.64389,-0.77864,-0.08,
HR 4604,,298.6155,-5.85048,-0.01,0.016
HR 4605,Kap Cha,300.1486,-13.90027,1.49,0.003
HR 4606,,123.98358,31.44476,0.59,
HR 4607,,297.32016,1.39504,1.67,
HR 4608,9Omi Vir,270.05993,68.60176,0.98,0.039
HR 4609,,126.32154,39.91694,1.01,0.014
HR 461,,129.10799,-4.33329,1.38,
HR 4610,,131.64431,53.41399,1.17,
HR 4611,,298.23692,-3.09153,0.22,
HR 4612,,292.64393,26.26739,-0.08,
HR 4613,,281.26213,57.81551,1,
HR 4614,,298.82593,-6.13941,1.24,
HR 4615,,298.31602,-3.24202,0.65,
HR 4616,Eta Cru,298.17758,-2.15394,0.34,0.053
HR 4617,,300.12421,-12.7334,1.3,0.02
HR 4618,,295.94248,11.6211,-0.15,
HR 4619,,295.95916,11.52051,-0.05,
HR 462,Tau Scl,231.36111,-79.79987,0.33,0.025
HR 4620,,295.623,13.56502,-0.01,
HR 4621,Del Cen,295.99637,11.56821,-0.12,0.026
HR 4622,,297.71327,1.58782,1.74,
HR 4623,1Alp Crv,290.65837,37.11533,0.32,0.07
HR 4624,,294.95744,17.88595,0.24,
HR 4625,,294.38813,20.93373,-0.07,
HR 4626,10    Vir,279.54743,62.85849,1.12,0.009
HR 4627,,126.63009,42.16645,0.5,
HR 4628,,293.3568,27.3959,0.03,0.006
HR 4629,11    Vir,276.29661,66.51463,0.35,0.019
HR 463,102Pi  Psc,140.15536,-49.19703,0.35,
HR 4630,2Eps Crv,290.59019,39.25995,1.33,0.027
HR 4631,,294.09302,24.29891,0.2,
HR 4632,3    Com,258.3033,75.99806,0.06,
HR 4633,,209.63522,80.95855,0.11,
HR 4634,,298.10164,1.2152,0.39,
HR 4635,3    Crv,291.11723,38.34128,0.06,0.023
HR 4636,,295.54404,16.86878,1.08,
HR 4637,,296.603,11.02119,0.82,
HR 4638,Rho Cen,296.78367,10.02755,-0.15,0.032
HR 4639,,124.70847,35.2783,1.62,
HR 464,51    And,130.8146,-13.5296,1.28,0.021
HR 4640,4    Com,218.78367,81.0571,1.41,
HR 4641,68    UMa,133.4938,59.25257,,
HR 4642,,201.47235,81.17522,0.36,
HR 4643,5    Com,247.10688,78.86884,0.95,
HR 4644,,298.50694,-0.41522,0.29,
HR 4645,,299.63589,-7.52793,0.84,
HR 4646,,125.63848,39.3049,0.33,0.031
HR 4647,,293.97167,28.08028,1.66,
HR 4648,,294.88955,23.34815,-0.13,
HR 4649,,301.00908,-15.84213,1.24,
HR 465,,131.53305,-16.68385,0.04,
HR 4650,12    Vir,273.16271,70.90392,0.27,
HR 4651,,294.00027,28.42207,0.08,
HR 4652,,296.13395,16.65368,1.43,0.007
HR 4653,,298.9316,-1.82584,0.12,
HR 4654,,134.94298,62.82901,1.04,
HR 4655,,291.58481,41.22317,1.05,
HR 4656,Del Cru,298.22894,3.79105,-0.23,0.003
HR 4657,,288.49975,51.54028,0.46,0.034
HR 4658,,295.80834,20.46114,1.01,0.025
HR 4659,,127.39236,46.61264,1.19,0.013
HR 466,,156.70302,-69.18936,0.53,0.024
HR 4660,69Del UMa,132.56647,59.41706,0.08,0.061
HR 4661,,292.4164,38.78904,0.45,0.016
HR 4662,4Gam Crv,290.98488,44.50172,-0.11,
HR 4663,6    Com,267.16142,75.25045,0.06,0.026
HR 4664,,300.28363,-9.9234,-0.01,
HR 4665,,126.66491,44.31742,1.14,
HR 4666,2    CVn,148.98899,74.63158,1.55,0.004
HR 4667,7    Com,232.89792,81.47011,0.97,0.006
HR 4668,,172.66514,80.39919,1.14,0.022
HR 4669,,299.40426,-3.05652,0.03,
HR 467,,300.2622,-38.40385,0.97,
HR 4670,,291.16909,45.3914,0.1,
HR 4671,Eps Mus,299.75094,-5.29848,1.58,0.046
HR 4672,,134.23578,63.18579,1.3,
HR 4673,,197.37737,82.29938,0.16,
HR 4674,Bet Cha,301.33667,-16.54309,-0.12,
HR 4675,,295.35568,26.28234,0.01,0.004
HR 4676,,268.05346,75.68127,1.37,
HR 4677,,287.16835,57.89498,0.36,0.016
HR 4678,,287.16953,57.90112,0.33,0.016
HR 4679,Zet Cru,299.3245,-1.36275,-0.17,
HR 468,,291.73541,-57.86168,1.61,
HR 4680,,187.60853,82.13927,0.3,
HR 4681,13    Vir,285.84617,60.99293,0.17,
HR 4682,,298.26752,7.43456,1.59,0.01
HR 4683,,123.55424,30.65028,0.43,0.037
HR 4684,,219.89408,82.6699,0.18,
HR 4685,8    Com,240.55488,81.65754,0.17,
HR 4686,,123.34593,29.39917,0.35,
HR 4687,,125.72367,41.79043,-0.02,0.018
HR 4688,9    Com,202.81739,82.85237,0.5,0.025
HR 4689,15Eta Vir,286.39932,61.18865,0.02,0.016
HR 469,52Chi And,131.88594,-17.65106,0.89,0.009
HR 4690,3    CVn,136.46324,67.3048,1.66,
HR 4691,,293.45439,40.12019,0.82,0.008
HR 4692,,299.76646,-3.16158,-0.04,
HR 4693,,215.36056,83.04503,1.09,
HR 4694,,220.36234,82.94694,0.3,0.06
HR 4695,16    Vir,284.26501,65.05146,1.16,-0.002
HR 4696,5Zet Crv,293.57719,40.09444,-0.1,
HR 4697,11    Com,264.14062,78.28045,1.01,
HR 4698,,211.79418,83.15675,0.36,0.008
HR 4699,,291.67231,48.63801,1.05,0.02
HR 47,,303.90853,-32.06158,1.72,
HR 470,,130.16356,-8.31711,1.61,
HR 4700,Eps Cru,299.22305,2.25387,1.42,0.026
HR 4701,70    UMa,130.78523,58.79548,1.43,
HR 4702,,298.8341,6.26232,1.57,
HR 4703,Zet2Mus,300.12643,-4.80998,0.19,0.007
HR 4704,Zet1Mus,300.22344,-5.58965,1.04,
HR 4705,,230.99927,83.01591,-0.01,
HR 4706,,299.0992,4.98254,-0.1,
HR 4707,12    Com,222.50472,83.40138,0.49,0.014
HR 4708,17    Vir,284.14218,67.11693,0.6,0.027
HR 4709,,302.4612,-23.30247,1.08,
HR 471,,259.18255,-76.30606,1.05,
HR 4710,,300.24416,-4.90728,0.89,0.013
HR 4711,6    Crv,294.88641,37.59212,1.16,
HR 4712,,296.5599,27.11416,-0.08,
HR 4713,,297.07786,23.25218,0.29,
HR 4714,,297.05584,23.64452,-0.08,
HR 4715,4    CVn,141.22711,73.58904,0.33,
HR 4716,5    CVn,133.05042,65.02413,0.87,0.038
HR 4717,13    Com,221.03722,83.85026,0.08,0.009
HR 4718,,297.56551,21.20924,1.18,
HR 4719,,225.75313,83.75985,0.27,0.011
HR 472,Alp Eri,290.84103,-58.79203,-0.16,0.026
HR 4720,,300.25011,-3.0351,0.96,
HR 4721,,297.77639,20.09396,0.65,
HR 4722,,292.74523,50.74167,0.03,
HR 4723,,295.89172,34.76508,1.27,
HR 4724,,296.93411,27.3815,-0.06,
HR 4725,,239.95007,83.28211,1.1,0.007
HR 4726,71    UMa,130.15852,59.97902,1.62,
HR 4727,,127.76452,53.07769,0.91,
HR 4728,6    CVn,145.50503,76.96639,0.96,0.03
HR 4729,,300.11948,-0.38693,-0.12,
HR 473,,187.04529,-77.71298,0.34,
HR 4730,Alp1Cru,300.1266,-0.36283,-0.24,0.008
HR 4731,Alp2Cru,300.12774,-0.36292,-0.26,0.008
HR 4732,,298.97975,11.22969,-0.14,
HR 4733,14    Com,210.06072,84.4318,0.27,0.014
HR 4734,,298.76921,13.75924,0.68,0.04
HR 4735,,296.98565,29.75783,0.01,
HR 4736,,300.28226,-1.04113,0.07,
HR 4737,15Gam Com,199.64642,84.45915,1.13,0.003
HR 4738,16    Com,214.72155,84.54485,0.08,0.024
HR 4739,,299.84374,3.73611,1.45,0.007
HR 474,,204.38858,-79.15535,-0.08,
HR 4740,,125.67609,45.06492,1.06,0.005
HR 4741,,284.96335,70.64944,0.93,
HR 4742,,294.79543,45.86644,0.84,
HR 4743,Sig Cen,299.10345,12.46714,-0.19,
HR 4744,,300.43134,-1.58197,0.02,
HR 4745,73    UMa,129.88576,61.09224,1.55,
HR 4746,,291.87249,57.74928,0.44,
HR 4747,,300.21596,0.95503,1.26,
HR 4748,,298.04694,23.6115,-0.08,
HR 4749,,299.7513,6.32258,0.92,0.021
HR 475,105    Psc,139.37528,-44.92015,1.12,
HR 4750,,221.67988,84.82751,0.17,
HR 4751,,225.26223,84.77695,0.22,
HR 4752,17    Com,225.22419,84.81704,-0.05,0.021
HR 4753,18    Com,243.06604,84.19701,0.43,
HR 4754,,299.94719,6.22217,1.56,
HR 4755,,298.6446,20.95683,1.52,
HR 4756,20    Com,263.27709,82.03786,0.07,
HR 4757,7Del Crv,295.47239,46.04345,-0.05,0.024
HR 4758,,294.9768,49.14847,0.56,0.049
HR 4759,,296.70659,38.9193,1.67,
HR 476,,132.35592,-18.67137,0.21,
HR 4760,74    UMa,128.31663,58.49729,0.2,0.039
HR 4761,7    CVn,130.89414,65.26071,0.51,0.035
HR 4762,75    UMa,128.17916,58.14254,0.98,
HR 4763,Gam Cru,300.16905,5.64965,1.59,
HR 4764,Gam Cru,300.18195,5.68297,0.16,
HR 4765,4    Dra,125.74796,47.81038,1.62,0.016
HR 4766,21    Com,240.92738,84.73938,0.05,
HR 4767,,129.94098,63.77027,0.54,
HR 4768,,300.41623,3.35126,0.63,0.01
HR 4769,,301.50247,-10.18346,1.11,
HR 477,53Tau And,132.924,-21.33945,-0.09,
HR 4770,,288.30978,69.90381,1.52,
HR 4771,,300.75822,-0.71672,0.27,
HR 4772,,293.739,57.46554,1.04,
HR 4773,Gam Mus,301.45887,-9.31563,-0.15,
HR 4774,,298.21213,30.16064,0.2,
HR 4775,8Eta Crv,296.17908,46.42155,0.38,0.052
HR 4776,,295.98686,48.75836,0.4,
HR 4777,20    Vir,287.62483,72.61858,0.95,
HR 4778,,297.12935,42.87623,0.29,
HR 4779,,296.17489,49.8069,0.86,
HR 478,43    Cas,127.67963,5.64182,-0.07,
HR 4780,22    Com,247.20199,85.07176,0.11,
HR 4781,21    Vir,295.6552,53.17018,-0.03,0.019
HR 4782,,300.05152,12.86472,0.46,
HR 4783,,153.97483,82.77552,1,0.033
HR 4784,,153.19029,82.67636,1.05,0.056
HR 4785,8Bet CVn,136.13376,75.31396,0.59,0.117
HR 4786,9Bet Crv,297.8738,39.30753,0.89,0.034
HR 4787,5Kap Dra,125.21524,47.26027,-0.13,0.013
HR 4788,,299.80356,18.09679,0.7,0.021
HR 4789,23    Com,262.13923,84.13661,0,0.004
HR 479,,287.70351,-62.26658,0.44,
HR 4790,,301.05055,0.97155,0.73,
HR 4791,24    Com,278.82871,80.47545,0.25,0.002
HR 4792,24    Com,278.86279,80.47746,1.15,0.002
HR 4793,,266.81131,83.57611,1.22,
HR 4794,,299.74864,21.75292,0.22,0.024
HR 4795,6    Dra,125.02418,47.03843,1.31,
HR 4796,,299.7211,22.90561,0.01,
HR 4797,,298.04348,42.19775,0.33,
HR 4798,Alp Mus,301.65569,-6.29918,-0.2,
HR 4799,25    Vir,296.25934,56.84995,0.07,
HR 48,7    Cet,75.10735,-78.22586,1.66,0.029
HR 480,42    Cas,127.21488,8.18016,-0.04,0.004
HR 4800,,126.49064,57.53724,,
HR 4801,25    Com,283.76337,79.41879,1.41,
HR 4802,Tau Cen,300.58693,14.2681,0.05,0.024
HR 4803,,299.17193,35.63256,0.32,0.037
HR 4804,,302.14336,-12.51633,0.08,
HR 4805,,294.72629,65.94109,0.01,
HR 4806,,301.71151,-4.35112,0.06,
HR 4807,,295.32166,64.53323,1.6,0.029
HR 4808,,293.67453,69.62717,1.44,0.014
HR 4809,,298.70322,44.51719,0.29,
HR 481,,129.02202,-1.23358,-0.03,
HR 4810,,299.77196,32.37358,1.21,
HR 4811,9    CVn,132.8799,76.00825,0.18,
HR 4812,,270.07959,84.72033,1.1,
HR 4813,26Chi Vir,297.69737,54.7522,1.23,0.02
HR 4814,,301.783,-3.66563,-0.05,
HR 4815,26    Com,277.4245,83.31556,0.96,
HR 4816,,138.5128,80.80561,0.06,
HR 4817,,300.52918,22.8303,-0.08,
HR 4818,,301.11405,16.69066,1.52,
HR 4819,Gam Cen,301.25469,13.87974,-0.01,0.016
HR 482,,129.5244,-3.59145,-0.02,
HR 4820,,302.10433,-6.55078,0.78,
HR 4821,,299.09339,49.78233,,0.014
HR 4822,,299.09472,49.78098,0.42,0.014
HR 4823,,301.73225,3.16383,-0.04,
HR 4824,27    Vir,294.5432,73.13728,0.19,
HR 4825,29Gam Vir,297.83392,61.32552,0.36,0.099
HR 4826,29Gam Vir,297.83392,61.32552,,0.099
HR 4827,,299.83438,43.0553,0.39,
HR 4828,30Rho Vir,294.88877,72.958,0.09,
HR 4829,31    Vir,296.17703,69.55394,0,0.012
HR 483,,132.7156,-19.29964,0.62,0.081
HR 4830,,301.95803,-0.20311,0.27,
HR 4831,,301.43068,14.03286,1.09,0.025
HR 4832,,301.71784,6.90425,-0.03,
HR 4833,76    UMa,124.87444,54.3779,0.01,
HR 4834,,301.77109,6.67697,-0.08,
HR 4835,,301.90078,3.9527,1.09,
HR 4836,,301.27611,22.66823,0.25,
HR 4837,,298.87743,61.23341,0.86,
HR 4838,,301.25365,26.49824,-0.06,
HR 4839,,300.94747,34.51922,1.34,
HR 484,,136.79989,-35.77941,0.44,0.023
HR 4840,,124.73399,55.94336,1.26,
HR 4841,,302.35018,-5.96659,0.69,
HR 4842,Iot Cru,302.22744,1.88271,1.05,0.036
HR 4843,,127.21692,72.96698,0.43,
HR 4844,Bet Mus,302.44929,-5.24118,-0.18,0.015
HR 4845,10    CVn,128.83302,77.7754,0.55,0.063
HR 4846,,126.4474,71.64487,2.54,0.002
HR 4847,32    Vir,298.60967,70.49619,0.33,0.014
HR 4848,,302.22927,6.37595,-0.16,
HR 4849,33    Vir,298.80724,72.37119,0.99,0.021
HR 485,,135.69069,-31.57742,1.01,
HR 4850,,301.81019,29.54597,1.34,
HR 4851,27    Com,296.68236,79.39105,1.35,
HR 4852,,123.28689,36.50232,0.12,
HR 4853,Bet Cru,302.4621,3.17976,-0.23,
HR 4854,,299.90604,68.7967,-0.05,
HR 4855,34    Vir,299.00142,74.7977,0.12,
HR 4856,,301.18178,56.55666,0.55,
HR 4857,,301.91186,38.01303,-0.06,
HR 4858,35    Vir,300.69695,66.42901,1.6,
HR 4859,,123.74058,54.34098,,
HR 486,,289.59701,-59.66075,0.9,0.152
HR 4860,,302.11838,35.26951,0.95,
HR 4861,28    Com,299.6222,76.40428,0.01,
HR 4862,,302.79963,-9.11509,1.17,
HR 4863,7    Dra,123.52842,50.33347,1.56,0.023
HR 4864,,288.17074,87.63556,0.7,0.043
HR 4865,29    Com,300.20306,76.98082,0.02,
HR 4866,11    CVn,124.18032,68.65471,0.18,
HR 4867,,123.56073,56.80486,0.46,0.041
HR 4868,,302.77891,2.47058,0.35,
HR 4869,30    Com,171.17863,89.36183,0.03,
HR 487,,289.59279,-59.66356,0.87,0.152
HR 4870,Iot Oct,303.01318,-22.25211,1.02,
HR 4871,,302.74172,14.41164,0.05,
HR 4872,,302.85932,10.08418,0.13,
HR 4873,,299.38052,85.72713,1,
HR 4874,,302.75414,28.87209,-0.04,0.02
HR 4875,,124.31663,79.60796,0.15,0
HR 4876,,302.91444,2.54204,0.38,
HR 4877,,302.90915,52.53345,1.02,
HR 4878,37    Vir,303.04018,65.92841,1.29,
HR 4879,,303.03843,23.19084,-0.1,
HR 488,,129.05551,-0.83582,0.01,
HR 4880,,303.04425,14.77741,0.03,
HR 4881,,303.07768,36.1335,0.23,
HR 4882,,303.07715,9.04207,1.13,
HR 4883,31    Com,114.96101,89.58361,0.67,0.011
HR 4884,32    Com,303.98212,79.94408,1.59,
HR 4885,,303.16778,7.9185,1.31,
HR 4886,,304.21753,78.9917,0.16,
HR 4887,,303.17042,2.54226,0.33,
HR 4888,,303.2156,13.92753,1.37,0.02
HR 4889,,303.34575,22.69124,0.21,0.056
HR 489,106Nu  Psc,145.11775,-55.21614,1.36,0.041
HR 4890,Kap Cru,303.22636,2.49349,0.2,
HR 4891,38    Vir,303.78707,59.31574,0.5,0.042
HR 4892,,123.01211,33.70979,-0.06,0.001
HR 4893,,123.00815,33.71512,-0.03,0.001
HR 4894,35    Com,307.15046,84.10152,0.9,0.021
HR 4895,,303.3164,4.43896,0.76,
HR 4896,,303.98474,58.64336,1.1,
HR 4897,Lam Cru,303.34501,3.72247,-0.15,
HR 4898,Mu 1Cru,303.36159,5.69132,-0.17,
HR 4899,Mu 2Cru,303.36443,5.70078,-0.12,
HR 49,,111.91884,-39.80567,-0.01,
HR 490,,134.46357,-26.49008,-0.07,
HR 4900,41    Vir,305.22936,75.27968,0.27,
HR 4901,,304.05529,51.21688,0.08,
HR 4902,40Psi Vir,304.13537,53.32604,1.6,0.021
HR 4903,,303.60175,18.71525,0.64,0.044
HR 4904,,117.75442,83.56588,0.2,
HR 4905,77Eps UMa,122.18025,61.16477,-0.02,0.009
HR 4906,,303.68867,19.95024,1.68,
HR 4907,,303.32619,-9.31745,1.13,
HR 4908,,303.55239,6.03021,0.01,
HR 4909,,121.19822,69.91976,1.55,
HR 491,44    Cas,129.27116,-1.6804,-0.02,
HR 4910,43Del Vir,305.51348,66.24837,1.58,0.022
HR 4911,,304.52127,47.53111,0,
HR 4912,,304.33992,36.39761,0.68,
HR 4913,,303.83327,11.66329,-0.06,
HR 4914,12Alp1CVn,118.32432,78.77265,0.34,0.027
HR 4915,12Alp2CVn,118.30434,78.76867,-0.12,0.027
HR 4916,8    Dra,122.25532,51.68435,0.28,0.032
HR 4917,,121.3633,63.01406,0.19,0.012
HR 4918,,304.77502,40.09596,1.07,
HR 4919,,119.91766,70.91803,1.01,
HR 492,,162.15081,-70.26451,0.44,0.035
HR 4920,36    Com,313.40373,80.12862,1.56,
HR 4921,44    Vir,306.91524,58.99626,0.18,
HR 4922,,305.10898,29.32796,0.38,
HR 4923,Del Mus,303.79867,-8.69538,1.18,0.03
HR 4924,37    Com,95.59713,85.86403,1.17,0.016
HR 4925,46    Vir,307.42952,59.42313,1.12,
HR 4926,,317.02391,80.99185,0.42,0.02
