name,alt_name,ra,dec,bv_color,parallax
HR 3589,67    Cnc,197.93835,39.57418,,
HR 359,,281.59069,-78.37388,0.28,
HR 3590,,223.49515,31.39747,1.11,
HR 3591,,263.33336,3.18164,0.65,0.03
HR 3592,,163.19785,40.86423,0.02,
HR 3593,,264.81596,1.95968,-0.16,
HR 3594,12Kap UMa,172.62722,41.63305,0,0.016
HR 3595,69Nu  Cnc,202.31451,38.89679,-0.04,0.003
HR 3596,,229.67744,28.42851,1.15,
HR 3597,,252.26099,12.82567,1.13,
HR 3598,,276.78499,-8.56579,0.42,0.054
HR 3599,,221.93991,32.44467,1.11,
HR 36,,116.16197,-14.19996,1.45,
HR 360,85Phi Psc,129.37261,-38.00898,1.04,0.007
HR 3600,,263.94871,2.95713,-0.14,
HR 3601,70    Cnc,198.0997,40.07831,0,
HR 3602,,262.18919,4.68913,1,
HR 3603,,170.76186,41.82744,0.45,
HR 3604,,278.3493,-9.65147,1.21,
HR 3605,,271.74965,-3.81096,-0.12,0.008
HR 3606,,192.35712,41.11787,0.24,
HR 3607,,251.63156,13.90386,-0.03,
HR 3608,,156.58845,40.15289,0.04,
HR 3609,11Sig1UMa,147.27467,38.0258,1.51,0.011
HR 361,86Zet Psc,132.5653,-54.87892,0.32,0.026
HR 3610,,284.4497,-14.55529,1.63,
HR 3611,,272.90855,-4.55838,-0.09,
HR 3612,,184.33067,42.14503,1.04,0.021
HR 3613,18Ome Hya,224.68684,32.10526,1.22,0.011
HR 3614,,268.19824,-0.14054,1.2,0.02
HR 3615,Alp Vol,282.71236,-13.00524,0.14,0.051
HR 3616,13Sig2UMa,146.87551,38.11234,0.49,0.056
HR 3617,,204.53103,39.51172,,0.004
HR 3618,,228.51655,30.51325,1.65,
HR 3619,15    UMa,166.57,42.01561,0.27,
HR 362,86Zet Psc,132.57439,-54.87509,0.49,0.026
HR 3620,,192.28251,41.79959,0.36,
HR 3621,72Tau Cnc,196.07479,41.27496,0.89,
HR 3622,,276.31094,-7.22672,0.25,
HR 3623,76Kap Cnc,218.98557,35.06193,-0.11,
HR 3624,14Tau UMa,151.20579,39.42378,0.35,
HR 3625,,190.52838,42.15497,0.6,
HR 3626,75    Cnc,200.03737,40.77892,0.66,0.04
HR 3627,77Xi  Cnc,205.86024,39.65424,0.97,
HR 3628,Kap Pyx,252.64432,14.5211,1.59,0.013
HR 3629,,274.93351,-5.68258,-0.15,
HR 363,,128.93822,-34.07781,1.7,
HR 3630,19    Hya,238.29294,25.3414,-0.06,
HR 3631,,271.59002,-2.52469,1.62,
HR 3632,,281.48698,-11.48591,1.35,
HR 3633,,141.50408,36.58961,0.96,
HR 3634,Lam Vel,265.93501,2.82129,1.66,0.022
HR 3635,,218.255,35.89651,0.34,
HR 3636,,241.70288,23.20717,0.94,
HR 3637,,253.45867,14.04427,0.17,
HR 3638,,246.74101,19.51273,0,
HR 3639,,194.49568,42.0798,1.67,
HR 364,87    Psc,130.8438,-46.38931,-0.08,
HR 3640,79    Cnc,206.01176,39.85795,0.9,
HR 3641,20    Hya,238.613,25.40412,1.01,
HR 3642,,286.19102,-15.42989,-0.15,
HR 3643,,287.82501,-16.77031,0.61,0.024
HR 3644,Eps Pyx,256.41859,11.87771,0.19,
HR 3645,,139.99251,36.13959,0.18,0.023
HR 3646,,250.87965,16.6622,0,
HR 3647,,270.54524,-1.02014,0.17,
HR 3648,16    UMa,153.62409,40.46731,0.58,0.047
HR 3649,,225.15176,33.58359,0.32,
HR 365,,124.89187,8.96645,0.78,
HR 3650,81Pi 1Cnc,214.65145,37.85774,0.73,0.064
HR 3651,,226.85889,32.85612,-0.01,
HR 3652,36    Lyn,177.86147,43.60806,-0.14,
HR 3653,,248.36651,19.14763,0.98,
HR 3654,,267.36489,2.25129,0.23,
HR 3655,21    Hya,237.54786,26.95246,0.22,
HR 3656,,263.32851,6.15996,-0.11,
HR 3657,,207.20463,40.36269,0.02,
HR 3658,,268.67469,1.1391,-0.21,
HR 3659,,277.69054,-7.37278,-0.19,
HR 366,37    Cet,139.80198,-70.03916,0.46,0.056
HR 3660,17    UMa,159.52239,41.97938,1.56,
HR 3661,,266.62546,3.29749,-0.11,0.005
HR 3662,18    UMa,163.08281,42.66465,0.19,0.042
HR 3663,,280.21612,-9.60599,-0.18,
HR 3664,,189.72781,43.55559,0.86,
HR 3665,22The Hya,228.77234,32.52946,-0.06,0.027
HR 3666,,138.65678,35.89218,,
HR 3667,,263.08906,6.84683,0,
HR 3668,,265.74932,4.32356,1.25,
HR 3669,82Pi 2Cnc,215.06759,38.48945,1.32,
HR 367,88    Psc,133.14027,-55.41457,1.08,
HR 3670,,269.46022,0.87129,-0.05,
HR 3671,NGC 2808,282.19253,-11.25288,,
HR 3672,,267.21435,3.14429,-0.12,
HR 3673,,278.19369,-7.49244,0.85,
HR 3674,,266.5822,3.81327,-0.14,0.011
HR 3675,,244.99804,22.76555,0.02,
HR 3676,,172.82276,44.02245,0.04,
HR 3677,,262.55075,7.75923,0.83,
HR 3678,Zet Oct,298.85018,-24.81577,0.31,
HR 3679,,275.50415,-4.72378,0.99,0.015
HR 368,38    Cet,136.00816,-63.25047,0.42,0.028
HR 3680,,268.36988,2.31134,-0.08,0.006
HR 3681,23    Hya,237.5446,28.25328,1.17,0.008
HR 3682,,263.34949,7.18858,1.11,0.027
HR 3683,24    Hya,239.72566,26.84587,-0.09,
HR 3684,,262.52162,8.00425,0.45,0.064
HR 3685,Bet Car,285.97842,-14.40729,0,0.021
HR 3686,,188.80794,44.27862,,0.005
HR 3687,,244.89618,23.37015,1.06,
HR 3688,,267.99727,2.87196,0.28,
HR 3689,,219.38592,37.65846,0.07,
HR 369,,127.2367,-14.58073,-0.05,
HR 3690,38    Lyn,186.81038,44.47122,0.06,0.042
HR 3691,,277.65146,-6.56729,-0.1,
HR 3692,,267.58049,3.35195,1.67,0.017
HR 3693,,277.08764,-5.98052,1.04,
HR 3694,,264.13683,6.80323,1.17,0.027
HR 3695,,291.43221,-18.98793,1.09,
HR 3696,,277.11873,-5.89506,1.63,0.025
HR 3697,,166.60052,43.89422,0.42,0.036
HR 3698,,159.28747,42.76963,1.61,
HR 3699,Iot Car,278.4592,-7.01121,0.18,0.017
HR 37,,76.32166,-77.10073,1.48,-0.015
HR 370,Nu  Phe,290.0736,-70.99936,0.58,0.069
HR 3700,,275.06698,-3.62733,1.41,
HR 3701,,184.89176,44.9638,0.38,0.018
HR 3702,,242.48726,25.85634,0.08,
HR 3703,,272.64334,-1.17719,-0.07,
HR 3704,,246.36272,23.02977,1.29,
HR 3705,40Alp Lyn,190.23535,44.72224,1.55,0.025
HR 3706,26    Hya,243.10043,25.49036,0.93,0.023
HR 3707,,192.33161,44.63752,1.09,
HR 3708,,273.07334,-1.46662,0.54,
HR 3709,27    Hya,241.08446,27.10809,0.93,0.022
HR 371,,128.91377,-29.46796,1.15,
HR 3710,,260.66394,10.88041,-0.1,
HR 3711,,215.28632,39.9964,-0.01,
HR 3712,,285.4428,-13.44936,0.42,0.058
HR 3713,,284.24751,-12.29603,1.26,
HR 3714,,246.40945,23.42221,0.46,
HR 3715,,259.06996,12.63882,0,
HR 3716,,263.30236,8.56626,1.39,
HR 3717,,275.74747,-3.92227,-0.1,
HR 3718,The Pyx,254.80726,16.7149,1.63,0.01
HR 3719,,137.17584,35.8036,0.07,
HR 372,,127.69552,-17.7325,,
HR 3720,,290.23606,-17.59478,0.02,
HR 3721,,290.11192,-17.48755,-0.02,
HR 3722,,149.91246,40.79942,1.46,
HR 3723,,203.02392,43.64069,0.82,
HR 3724,,241.73608,27.39843,0.22,
HR 3725,,165.99841,44.47451,0.75,
HR 3726,,266.79727,5.5126,1.63,
HR 3727,,187.20705,45.56524,0.21,
HR 3728,,281.05968,-8.84972,0.94,0.017
HR 3729,,265.17345,7.32229,1.13,
HR 373,39    Cet,137.74611,-64.64572,0.9,0.015
HR 3730,,269.59645,2.85566,0.92,
HR 3731,1Kap Leo,201.76226,44.12606,1.23,-0.003
HR 3732,,276.21086,-3.92268,0.19,
HR 3733,Lam Pyx,257.25909,15.03846,0.92,0.038
HR 3734,Kap Vel,275.88228,-3.53758,-0.18,0.013
HR 3735,,263.88605,8.90183,0.18,
HR 3736,,214.3191,41.40988,0.97,0.016
HR 3737,,265.15243,7.79509,0.2,
HR 3738,28    Hya,237.84266,30.73275,1.52,
HR 3739,,273.77885,-1.01209,0.57,
HR 374,,129.35808,-30.80287,,
HR 3740,,279.76332,-7.15804,1.48,
HR 3741,,234.48125,33.0269,1.32,
HR 3742,,280.77856,-8.05589,1.06,
HR 3743,,174.22671,46.07495,0.98,
HR 3744,29    Hya,241.93791,28.63167,0.05,
HR 3745,,257.77972,15.63169,-0.1,0.005
HR 3746,,266.21829,7.32623,0.25,
HR 3747,,160.1036,44.11746,,
HR 3748,30Alp Hya,241.48803,29.04534,1.44,0.022
HR 3749,,252.93883,20.14032,1.14,0.03
HR 375,,124.53551,14.78888,0.92,
HR 3750,,239.14417,30.64693,0.64,0.038
HR 3751,,130.65178,32.6529,1.48,0.017
HR 3752,,281.10804,-8.15657,0.15,
HR 3753,,275.17614,-1.94392,-0.11,
HR 3754,2Ome Leo,223.65759,38.89669,0.6,0.034
HR 3755,3    Leo,224.64426,38.49522,1.04,
HR 3756,,262.47415,11.40016,0.2,
HR 3757,23    UMa,150.63968,41.74333,0.33,0.041
HR 3758,,234.7242,33.69427,0.27,0.012
HR 3759,31Tau1Hya,236.23068,32.85717,0.46,0.072
HR 376,,127.61251,-15.20896,1.35,
HR 3760,,235.72389,33.2332,0.22,
HR 3761,,283.33594,-10.17159,0.15,
HR 3762,,237.72471,32.07861,0.84,
HR 3763,,251.99869,21.54349,1.6,
HR 3764,7    LMi,191.56102,46.64471,1.05,
HR 3765,Eps Ant,263.38687,10.95816,1.44,0.005
HR 3766,,265.1295,9.20563,0.22,
HR 3767,,254.1412,19.88577,1.57,
HR 3768,22    UMa,139.92578,37.74275,0.48,
HR 3769,8    LMi,189.47292,46.92711,1.53,
HR 377,Kap Tuc,299.65409,-48.09701,0.47,0.061
HR 3770,,256.63599,17.66133,1.36,
HR 3771,24    UMa,142.54882,38.9305,0.77,0.042
HR 3772,,247.98785,25.18649,1.2,
HR 3773,4Lam Leo,206.69275,44.86398,1.54,0.02
HR 3774,,137.62972,36.68171,-0.1,
HR 3775,25The UMa,165.4625,45.64984,0.46,0.052
HR 3776,,281.61737,-8.11475,1.1,
HR 3777,,288.21495,-14.84603,1.08,0.036
HR 3778,,168.58571,46.19144,,
HR 3779,6    Leo,223.41804,39.96726,1.37,
HR 378,89    Psc,135.6343,-58.60568,0.07,0.013
HR 3780,Zet1Ant,260.69528,14.06932,0.09,0.001
HR 3781,Zet1Ant,260.69563,14.07248,0.03,0.001
HR 3782,5Xi  Leo,221.56144,40.67809,1.05,0.028
HR 3783,,284.73631,-11.30328,0.01,
HR 3784,,274.30877,-0.19822,-0.1,
HR 3785,,243.89223,28.65334,0.24,
HR 3786,Psi Vel,266.77643,7.90988,0.36,0.065
HR 3787,32Tau2Hya,235.15403,34.34233,0.1,0.027
HR 3788,,243.78115,28.82152,1.19,
HR 3789,Zet2Ant,260.80243,14.19971,0.26,
HR 379,,128.93023,-25.16695,0.23,0.008
HR 3790,,263.55974,11.45326,1.29,-0.004
HR 3791,9    LMi,187.46889,47.39298,1.27,
HR 3792,,199.29027,46.46039,0.12,
HR 3793,,279.04047,-5.15027,1.7,
HR 3794,,232.16538,36.17959,0.62,
HR 3795,Iot Cha,295.17233,-21.22459,0.45,
HR 3796,,251.45814,22.99533,0.14,
HR 3797,,172.15492,46.858,0.22,
HR 3798,,258.54913,16.61466,0.33,
HR 3799,26    UMa,164.83459,45.85082,0.01,0.025
HR 38,,114.54725,-24.54924,-0.13,
HR 380,,298.90255,-50.52922,0.05,0.01
HR 3800,10    LMi,187.60823,47.53429,0.92,
HR 3801,,242.30401,30.20038,0.98,
HR 3802,,246.69575,26.9976,1.5,
HR 3803,,278.20863,-4.10785,1.55,0.022
HR 3804,,206.23062,45.49698,1.46,
HR 3805,,241.15379,31.06994,1.17,
HR 3806,,138.83947,37.46622,,0.017
HR 3807,,267.12902,7.98929,0.9,0.024
HR 3808,,252.97114,21.98032,1.02,0.052
HR 3809,,182.825,47.70515,0.99,
HR 381,,124.79477,13.47776,0.28,
HR 3810,,254.37557,20.81889,0.02,
HR 3811,,182.31398,47.75301,0.35,
HR 3812,,266.18775,9.20165,0.33,
HR 3813,,284.96784,-11.106,1.35,
HR 3814,33    Hya,240.18198,32.08505,1.16,
HR 3815,11    LMi,188.49573,47.80231,0.77,0.109
HR 3816,,282.26881,-8.21182,1.43,
HR 3817,,273.02635,2.03966,-0.12,0.015
HR 3818,7    Leo,218.3638,42.8509,0.01,0.006
HR 3819,,274.59505,0.42456,-0.18,
HR 382,34Phi Cas,126.70623,-4.42998,0.68,-0.003
HR 3820,,195.41006,47.62783,1.59,
HR 3821,,289.55428,-15.64143,1.56,
HR 3822,,252.16493,23.42903,0.06,
HR 3823,,264.18269,11.88608,0.42,
HR 3824,,145.14613,40.5935,1.52,
HR 3825,,280.0206,-5.42635,0.01,
HR 3826,8    Leo,215.90668,43.9118,1.25,
HR 3827,10    Leo,227.52184,39.72855,1.05,0.019
HR 3828,,256.31559,20.05224,0.38,
HR 3829,42    Lyn,181.86268,48.31148,0.22,
HR 383,90Ups Psc,130.55726,-35.1922,0.03,0.019
HR 3830,,256.83921,19.70546,1.12,
HR 3831,,273.18163,2.5238,0.27,0.021
HR 3832,34    Hya,243.99995,30.55093,-0.04,
HR 3833,,261.90708,14.81069,1.02,
HR 3834,,230.15666,38.87963,1.32,0.011
HR 3835,,264.71598,12.00275,1.12,
HR 3836,,273.63546,2.11948,0.17,0.019
HR 3837,,276.02802,-0.55598,1.05,
HR 3838,,142.75822,39.81696,1.14,
HR 3839,27    UMa,139.45343,38.2345,1.04,
HR 384,35    Cas,126.0991,1.96903,0.09,
HR 3840,,276.56003,-1.05193,0.15,
HR 3841,,284.07585,-9.50169,0.1,
HR 3842,,269.65328,6.84052,1,0.02
HR 3843,,133.40712,34.90713,1.35,
HR 3844,,267.31932,9.57436,0.49,
HR 3845,35Iot Hya,236.48963,35.98073,1.32,0.026
HR 3846,37    Hya,245.37324,30.18305,-0.03,
HR 3847,,132.38879,34.3507,0.25,
HR 3848,,245.64893,30.15673,0.08,
HR 3849,38Kap Hya,248.71377,27.80949,-0.15,
HR 385,42    Cet,138.45154,-62.52279,0.64,0.009
HR 3850,,195.42805,48.67577,1.6,
HR 3851,43    Lyn,182.53567,49.03374,0.95,0.018
HR 3852,14Omi Leo,224.60022,42.05558,0.49,0.034
HR 3853,13    Leo,203.37394,47.7831,1.25,0.013
HR 3854,,169.5338,47.94715,-0.01,
HR 3855,,161.12162,46.36124,0.13,
HR 3856,,281.89073,-6.57294,-0.07,
HR 3857,13    LMi,189.66375,49.20855,0.36,
HR 3858,,256.28531,21.59944,-0.12,
HR 3859,,147.46746,42.16632,,
HR 386,,124.5708,15.9571,0.39,
HR 3860,Zet Cha,295.57428,-21.04402,-0.14,
HR 3861,15    Leo,197.47351,48.9285,0.12,
HR 3862,,256.69776,21.52388,0.53,0.08
HR 3863,,279.79372,-3.95465,0.2,0.031
HR 3864,,279.34883,-3.38121,1.09,
HR 3865,28    UMa,148.9587,42.93041,0.31,
HR 3866,16Psi Leo,219.89009,44.44096,1.63,
HR 3867,,265.10352,13.15579,-0.06,
HR 3868,,278.08341,-1.7696,-0.13,
HR 3869,,213.59619,46.43939,,
HR 387,,140.44484,-65.12322,1.02,
HR 3870,,157.1515,45.81961,1.62,
HR 3871,The Ant,259.89096,19.05844,0.51,0.053
HR 3872,,275.66811,1.41112,-0.1,
HR 3873,17Eps Leo,206.81701,48.2045,0.8,0.01
HR 3874,,268.1049,10.32315,0.3,
HR 3875,,277.42922,-0.5874,-0.04,
HR 3876,,229.14216,41.58548,1.64,
HR 3877,18    Leo,223.06712,44.075,1.49,
HR 3878,,261.83345,17.45119,-0.13,
HR 3879,,234.63138,38.99277,0.34,
HR 388,,147.5634,-72.70775,1.11,
HR 3880,19    Leo,223.52763,44.19502,0.43,
HR 3881,,172.78048,49.43365,0.62,0.073
HR 3882,,223.72064,44.15986,1.3,0.02
HR 3883,,279.77705,-2.9157,-0.11,
HR 3884,,283.19893,-7.00373,1.22,0.027
HR 3885,,146.34523,42.3835,0.28,
HR 3886,,271.84662,6.66864,-0.18,
HR 3887,,280.84311,-4.12256,0.46,
HR 3888,29Ups UMa,154.31076,45.57257,0.29,0.041
HR 3889,20    Leo,210.94765,48.36848,0.25,
HR 389,91    Psc,130.75434,-33.68236,1.39,
HR 3890,Ups Car,285.03833,-8.81962,0.28,0.027
HR 3891,Ups Car,285.03954,-8.81939,0.08,0.027
HR 3892,,267.29715,12.79313,1.24,
HR 3893,4    Sex,232.58158,41.25986,0.48,
HR 3894,30Phi UMa,160.8678,47.69791,0.03,0.032
HR 3895,,279.59472,-2.05944,0.94,
HR 3896,23    Leo,222.17757,45.64538,1.58,
HR 3897,,266.74357,13.54,1.01,
HR 3898,,272.94639,6.30851,-0.1,
HR 3899,6    Sex,241.67542,36.39094,0.17,
HR 39,88Gam Peg,109.43412,-46.68453,-0.23,-0.002
HR 390,46Xi  And,128.58345,-17.00348,1.08,0.026
HR 3900,22    Leo,206.41866,49.69191,0.23,0.04
HR 3901,,243.55542,35.19377,0.58,
HR 3902,Nu  Cha,292.94197,-17.64796,0.89,0.019
HR 3903,39Ups1Hya,251.23525,29.44421,0.92,0.021
HR 3904,,273.81457,5.46309,1.08,
HR 3905,24Mu  Leo,204.04522,50.24566,1.22,0.025
HR 3906,7    Sex,234.97559,40.56882,-0.04,0.011
HR 3907,,237.50938,39.19834,0.94,
HR 3908,,252.71812,28.35815,1.04,
HR 3909,8Gam Sex,245.56502,34.16939,0.04,0.013
HR 391,,127.14702,-4.46716,,0.005
HR 3910,,273.42711,6.10455,1.17,
HR 3911,,151.3534,45.07277,1.05,
HR 3912,,273.69922,5.86865,1.2,0.007
HR 3913,,281.7702,-4.17568,1.36,
HR 3914,,283.85651,-6.76562,1.32,
HR 3915,,231.32132,42.79978,1.66,
HR 3916,,261.09569,20.69614,0.62,0.015
HR 3917,31    UMa,166.65123,49.63377,0.07,0.025
HR 3918,,137.93537,38.7971,1.14,
HR 3919,,260.31108,21.92148,1.23,0.031
HR 392,,138.75358,-60.18408,1.52,
HR 3920,,279.41027,-0.87049,-0.14,
HR 3921,,257.83615,24.50913,0.04,
HR 3922,,155.90372,47.0175,0.89,0.007
HR 3923,,255.23739,27.08524,1.57,0.011
HR 3924,,276.8701,2.51016,-0.15,
HR 3925,,273.25453,7.13702,-0.11,
HR 3926,,228.25534,44.90152,1.13,0.011
HR 3927,,276.434,3.31745,-0.01,
HR 3928,19    LMi,180.07513,51.88686,0.46,0.04
HR 3929,,173.16488,51.1587,1.11,
HR 393,43    Cet,139.87036,-62.29289,1.08,
HR 3930,,270.6837,10.81753,1.61,
HR 3931,,261.21775,21.84454,0.22,
HR 3932,,265.92668,16.60759,1.2,
HR 3933,,261.89646,21.16844,0.17,
HR 3934,,127.58916,31.6605,1.52,
HR 3935,,277.29829,2.60691,-0.17,
HR 3936,,201.68132,51.81389,,
HR 3937,27Nu  Leo,224.10161,46.94643,-0.04,0.018
HR 3938,,229.30804,44.95447,1.36,
HR 3939,,156.47663,47.60465,1.46,
HR 394,,166.12968,-79.24571,0.48,0.008
HR 3940,Phi Vel,279.34623,0.10522,-0.08,
HR 3941,,278.19922,1.65688,-0.13,
HR 3942,,198.70296,52.33713,1.06,
HR 3943,,275.66784,5.04351,-0.14,
HR 3944,,289.81742,-13.13269,-0.08,
HR 3945,12    Sex,235.36778,42.64259,0.27,
HR 3946,,259.76946,24.13789,-0.1,
HR 3947,Eta Ant,267.93679,14.99748,0.31,0.029
HR 3948,,285.5104,-7.68379,1.13,
HR 3949,,288.40031,-11.31071,-0.1,
HR 395,47    And,129.94509,-24.71734,0.26,
HR 3950,29Pi  Leo,230.00941,45.26176,1.6,0.017
HR 3951,20    LMi,195.01564,52.85346,0.66,0.053
HR 3952,,211.17136,51.47957,-0.19,
HR 3953,,281.2092,-1.46363,0.98,
HR 3954,,160.03314,49.45883,0.48,
HR 3955,,279.1772,1.49094,-0.13,
HR 3956,,265.09002,19.63805,1.19,
HR 3957,,281.60286,-1.67166,1.12,
HR 3958,,162.13935,50.14639,,
HR 3959,,249.14054,35.23751,1.66,
HR 396,,130.4732,-28.15419,0.83,
HR 3960,,283.45305,-4.12477,0.26,
HR 3961,13    Sex,236.4366,43.44349,0.4,
HR 3962,,261.6127,23.79542,0,
HR 3963,,256.31852,29.24104,-0.06,
HR 3964,,275.34169,7.03378,0.02,
HR 3965,,261.00095,24.67543,0.3,
HR 3966,,283.40666,-3.85679,0.17,
HR 3967,,284.57842,-5.45312,1.72,
HR 3968,,271.41783,12.46082,1.3,
HR 3969,,220.73581,49.99114,0.37,
HR 397,,132.99414,-41.77723,1.71,
HR 3970,40Ups2Hya,252.46082,33.0552,-0.09,
HR 3971,,284.48515,-5.18231,-0.04,0.008
HR 3972,,269.30031,15.41172,1.11,
HR 3973,14    Sex,234.17354,45.34933,0.94,
HR 3974,21    LMi,189.47166,54.26017,0.18,0.05
HR 3975,30Eta Leo,219.52996,50.75026,-0.03,0.003
HR 3976,,276.17481,6.73372,0.88,0.017
HR 3977,,256.19355,30.44891,1.5,
HR 3978,,279.01794,2.83624,0.98,
HR 3979,,195.71897,54.3717,0.45,
HR 398,,125.74969,8.29635,,
HR 3980,31    Leo,228.94611,47.88629,1.45,
HR 3981,15Alp Sex,241.1095,42.06581,-0.04,0.015
HR 3982,32Alp Leo,226.42731,48.93415,-0.11,0.045
HR 3983,Mu 1Cha,297.27605,-21.29365,0.03,
HR 3984,,270.3551,14.99458,0.98,
HR 3985,,251.35746,35.22537,0.02,
HR 3986,,255.27123,31.80381,-0.01,
HR 3987,,180.09939,54.43155,1.25,
HR 3988,,252.64857,34.57036,0.18,
HR 3989,17    Sex,249.44878,37.19372,0.02,
HR 399,36Psi Cas,126.14854,5.47395,1.05,0.013
HR 3990,,279.14997,3.39583,-0.12,
HR 3991,,253.2904,34.08114,0.36,0.028
HR 3992,,269.68097,16.35502,0.6,0.048
HR 3993,,185.67955,54.89648,1.29,
HR 3994,41Lam Hya,253.00496,34.4959,1.01,0.027
HR 3995,,287.28614,-8.01683,0.98,-0.014
HR 3996,18    Sex,249.63092,37.33061,1.3,
HR 3997,Mu 2Cha,296.92901,-20.7188,0.92,
HR 3998,34    Leo,225.08415,50.27684,0.46,
HR 3999,,284.84403,-4.50772,1.6,
HR 4,86    Peg,106.1865,-47.98298,0.9,
HR 40,,112.5632,-35.11754,0.65,0.006
HR 400,,243.40296,-82.01989,1.61,
HR 4000,,248.70049,38.15553,0.01,
HR 4001,,273.44825,11.77027,1.24,
HR 4002,,289.05332,-10.29453,0.02,0.007
HR 4003,,265.44566,22.43045,0.01,
HR 4004,19    Sex,236.5608,46.02436,1.18,
HR 4005,,258.86481,29.8164,0.5,
HR 4006,,203.64577,55.08298,0.85,
HR 4007,,283.50024,-2.12423,1.66,
HR 4008,,150.9103,47.76835,1.6,
HR 4009,,283.08152,-1.4804,-0.08,
HR 401,44    Cet,146.42517,-69.37849,0.23,
HR 4010,,279.78751,3.41294,1.17,
HR 4011,,264.62627,23.84475,0.31,
HR 4012,,213.70671,53.85084,0.56,
HR 4013,,268.57202,19.09448,0.59,0.055
HR 4014,22    LMi,196.09764,55.81927,,
HR 4015,,273.12123,13.22697,1.21,
HR 4016,,136.52245,39.74901,0.23,
HR 4017,,279.38439,4.26558,0.25,
HR 4018,,284.27248,-2.91562,-0.08,
HR 4019,,273.12863,13.27532,0.94,
HR 402,45The Cet,146.59323,-69.54417,1.06,0.041
HR 4020,,279.69301,3.84281,0.14,
HR 4021,,138.45473,41.12325,0.32,0.026
HR 4022,,285.29662,-4.32537,-0.11,
HR 4023,,274.32485,11.88245,0.05,0.034
HR 4024,23    LMi,199.96446,55.89733,0.01,
HR 4025,,288.01278,-8.1902,0.21,0.012
HR 4026,32    UMa,144.61611,45.02334,0.12,
HR 4027,24    LMi,201.08738,55.877,0.6,
HR 4028,,219.36885,53.09471,,0.014
HR 4029,,271.07538,16.51922,1.06,
HR 403,37Del Cas,127.19019,-2.3519,0.13,0.037
HR 4030,35    Leo,210.06803,54.94239,0.67,0.034
HR 4031,36Zet Leo,210.22792,54.95488,0.31,0.017
HR 4032,,206.89382,55.39594,1.2,
HR 4033,33Lam UMa,175.87129,55.08307,0.03,0.03
HR 4034,,253.22585,36.26954,1.1,
HR 4035,37    Leo,225.42406,51.53975,1.61,
HR 4036,,275.02504,11.15334,1.52,
HR 4037,Ome Car,290.1639,-11.17976,-0.08,
HR 4038,,281.73297,1.33748,-0.17,
HR 4039,39    Leo,210.80825,54.99963,0.5,0.062
HR 404,,145.55419,-68.32914,0.41,0.023
HR 4040,,260.84356,29.28657,0.48,
HR 4041,,203.42198,56.07937,-0.02,
HR 4042,22Eps Sex,250.78381,38.76094,0.31,0.028
HR 4043,,284.57824,-2.6894,0.2,0.012
HR 4044,,169.3365,54.27952,,
HR 4045,,279.79544,4.57901,1.54,
HR 4046,,166.68722,53.76843,1.02,
HR 4047,,140.49939,42.88926,0.2,
HR 4048,,208.22872,55.77074,,
HR 4049,,266.84543,22.93432,0.24,
HR 405,,158.54344,-76.17894,0.91,
HR 4050,,285.48146,-3.80501,1.54,0.027
HR 4051,,158.57241,51.57407,0.54,
HR 4052,,157.92599,51.39753,1.13,
HR 4053,,271.80832,16.66704,1.28,
HR 4054,40    Leo,217.12229,54.47606,0.45,0.052
HR 4055,,255.03739,35.82712,0.26,
HR 4056,,274.64483,12.65097,-0.06,
HR 4057,41Gam1Leo,216.55116,54.6522,1.15,0.022
HR 4058,41Gam2Leo,216.55365,54.65299,,0.022
HR 4059,,248.43542,41.16216,0.9,
HR 406,,142.56003,-64.441,0.96,
HR 4060,,252.20595,38.46815,0.33,
HR 4061,,282.75815,0.65639,0.48,
HR 4062,,126.84774,31.75664,,0.034
HR 4063,,282.28131,1.63612,1.62,-0.008
HR 4064,23    Sex,241.02346,46.2838,-0.08,
HR 4065,,287.53225,-6.46275,0.05,
HR 4066,,278.33198,7.82213,1.67,
HR 4067,,178.39015,56.39343,0.54,0.041
HR 4068,,259.77153,32.01141,0.4,
HR 4069,34Mu  UMa,177.90346,56.36023,1.59,0.035
HR 407,,132.97862,-38.69279,0.43,
HR 4070,42    Leo,224.48659,53.21011,0.02,
HR 4071,,263.97282,27.5938,0.2,
HR 4072,,143.54074,45.22027,-0.06,0.043
HR 4073,,263.17542,28.54462,0.07,0.006
HR 4074,,282.98863,0.88688,-0.12,0.008
HR 4075,27    LMi,191.68357,57.52505,0.14,
HR 4076,,261.40081,30.71827,0.03,
HR 4077,43    Leo,236.37187,49.20919,1.12,
HR 4078,,199.68756,57.54186,1.09,
HR 4079,,237.48055,48.76897,0.46,0.007
HR 408,,279.65537,-74.0993,1.04,-0.012
HR 4080,,275.247,13.06883,1.12,0.024
HR 4081,28    LMi,192.02466,57.74663,1.18,
HR 4082,25    Sex,248.32452,42.57787,-0.1,
HR 4083,,268.56394,22.64305,0.31,
HR 4084,,128.03222,33.12436,0.37,0.047
HR 4085,,241.65391,46.95588,1,
HR 4086,,273.34896,16.21971,0.25,0.015
HR 4087,,275.63345,12.95403,0.88,
HR 4088,44    Leo,233.94979,50.91826,1.62,
HR 4089,,289.09679,-8.10662,-0.13,
HR 409,,129.61258,-18.96114,0.49,
HR 4090,30    LMi,191.85538,58.11203,0.25,
HR 4091,,284.35503,-0.50733,1.52,
