hr,alt_name,ra,dec,bv_color,parallax
5812,40Tau Lib,234.6642,-29.7778,-0.17,
5813,,234.2225,29.9911,,
5814,41    Lib,234.7271,-19.3019,0.86,
5815,,234.6667,-8.7944,0.53,0.011
5816,,234.6671,-8.7911,0.52,0.011
5817,,234.0171,52.0697,0.32,
5818,,233.9879,54.6306,,
5819,,234.8387,-23.1503,0.02,
5820,3Psi1Lup,234.9417,-34.4119,0.99,0.032
5821,,235.2429,-47.7356,1.63,
5822,,235.0642,-31.2136,1.43,
5823,54Phi Boo,234.4567,40.3533,0.88,0.021
5824,42    Lib,235.0704,-23.8181,1.33,0.049
5825,,235.2971,-44.6611,0.4,0.06
5826,15The UMi,232.8537,77.3494,1.58,0.021
5827,,234.7038,34.675,1.02,
5828,,234.3833,54.5089,1.07,
5829,,232.2958,80.4486,0.67,0.039
5830,,234.5675,46.7978,0.36,0.009
5831,,235.0433,12.0531,0.94,
5832,,235.655,-49.4894,1.31,
5833,7Zet1CrB,234.8425,36.6367,,0.015
5834,7Zet2CrB,234.8446,36.6358,-0.12,0.015
5835,,234.6429,50.4233,0.83,
5836,,235.9796,-60.2872,1.05,
5837,,235.6596,-37.425,0.98,0.008
5838,43Kap Lib,235.4867,-19.6789,1.57,0.04
5839,4Psi2Lup,235.6708,-34.7106,-0.14,
5840,19Tau6Ser,235.2467,16.0247,0.9,
5841,,234.7896,57.9244,1.09,
5842,21Iot Ser,235.3879,19.6703,0.04,0.011
5843,20Chi Ser,235.4475,12.8475,0.04,0.032
5844,,234.4129,69.2833,1.35,
5845,22Tau7Ser,235.4779,18.4639,0.2,0.021
5846,,236.0942,-41.8194,0,
5847,,235.8537,-15.0433,1.16,
5848,44Eta Lib,236.0183,-15.6728,0.23,
5849,8Gam CrB,235.6858,26.2956,0,0.033
5850,,235.7942,13.6678,0.86,0.002
5851,,236.9733,-65.4425,0.22,
5852,,236.9738,-65.4425,0.24,
5853,23Psi Ser,236.0075,2.515,0.68,0.046
5854,24Alp Ser,236.0671,6.4256,1.17,0.053
5855,9Pi  CrB,235.9971,32.5158,1.06,
5856,,236.5533,-28.0617,0.32,
5857,,235.7112,52.3608,-0.07,0.01
5858,26Tau8Ser,236.1754,17.2642,0,
5859,,236.3479,5.4469,0.04,
5860,,236.6842,-34.6825,-0.11,
5861,,236.4154,0.8914,1.19,
5862,,236.8558,-40.1942,0.88,
5863,25    Ser,236.5233,-1.8044,-0.03,
5864,,236.8708,-37.9164,0.72,0.075
5865,,237.2096,-52.4381,1.38,
5866,,236.6892,-6.1203,1.17,
5867,28Bet Ser,236.5471,15.4219,0.06,0.041
5868,27Lam Ser,236.6108,7.3531,0.6,0.094
5869,,237.5287,-53.2094,-0.08,
5870,31Ups Ser,236.8221,14.1153,0.09,
5871,,237.4896,-48.9119,0.07,
5872,,237.5679,-45.4017,0.29,
5873,,237.7783,-55.0558,0.06,
5874,,237.0554,13.7886,1.25,
5875,,237.2367,-3.8186,0.12,
5876,,238.2363,-65.1525,0.19,
5877,,237.0083,31.7358,,
5878,,236.645,55.4747,1.39,
5879,35Kap Ser,237.185,18.1417,1.62,0.021
5880,,237.1433,28.1567,0.77,0.01
5881,32Mu  Ser,237.405,-3.4303,-0.04,0.007
5882,,237.8813,-47.0606,1.16,
5883,5Chi Lup,237.7396,-33.6272,-0.04,
5884,,238.345,-62.6069,1.47,
5885,1    Sco,237.7446,-25.7514,-0.05,
5886,,236.6667,62.5994,0.04,0.018
5887,,236.9083,55.3767,0.25,0.013
5888,34Ome Ser,237.5729,2.1964,1.02,0.027
5889,10Del CrB,237.3987,26.0683,0.8,0.014
5890,,238.2146,-50.6153,1.53,
5891,Kap TrA,238.8733,-68.6031,1.13,0.007
5892,37Eps Ser,237.7042,4.4778,0.15,0.041
5893,,238.0533,-29.8867,0.98,
5894,,237.6738,15.1336,,
5895,36    Ser,237.815,-3.0906,0.12,0.01
5896,,237.91,-14.1336,1,
5897,Bet TrA,238.7854,-63.4306,0.29,0.083
5898,,238.7192,-60.7433,0.1,
5899,38Rho Ser,237.8163,20.9778,1.54,0.015
5900,,238.8846,-60.1778,0.35,0.028
5901,11Kap CrB,237.8079,35.6575,1,0.034
5902,45Lam Lib,238.3338,-20.1672,-0.01,
5903,16Zet UMi,236.0146,77.7944,0.04,0.016
5904,2    Sco,238.4029,-25.3272,-0.07,0.006
5905,,239.025,-60.4828,0.06,
5906,,238.4742,-24.5331,-0.02,
5907,,238.4825,-23.9781,-0.04,
5908,46The Lib,238.4563,-16.7294,1.02,0.036
5909,,238.2342,17.4036,,
5910,,238.625,-27.3386,-0.07,
5911,39    Ser,238.3004,13.1967,0.6,0.041
5912,3    Sco,238.6646,-25.2436,-0.06,
5913,,238.3954,16.075,,
5914,1Chi Her,238.1687,42.4517,0.56,0.056
5915,47    Lib,238.7513,-19.3831,-0.01,
5916,,238.8767,-31.0836,1.37,
5917,4    Sco,238.8754,-26.2658,0.15,
5918,,239.0271,-39.8642,0.15,
5919,40    Ser,238.6679,8.5803,0.18,
5920,,239.7421,-65.0378,-0.06,
5921,,239.2658,-48.1622,0.38,
5922,,238.0692,55.8267,0.96,
5923,,239.0579,-31.7858,0.43,
5924,,238.6442,20.3108,1.59,0.023
5925,Xi 1Lup,239.2229,-33.9664,0.12,0.025
5926,Xi 2Lup,239.2258,-33.9642,0.05,0.025
5927,,239.06,-14.3994,0.48,
5928,5Rho Sco,239.2213,-29.2142,-0.2,
5929,,239.3387,-36.185,1.01,
5930,,239.1392,-14.8292,0.23,
5931,,238.9158,18.6206,-0.11,
5932,2    Her,238.6579,43.1386,1.65,0.034
5933,41Gam Ser,239.1133,15.6617,0.48,0.069
5934,,239.4183,-20.9831,0.02,
5935,,239.6279,-37.5031,1.01,
5936,12Lam CrB,238.9483,37.9469,0.33,0.044
5937,,239.975,-54.0211,0,
5938,4    Her,238.8775,42.5661,-0.11,
5939,,240.2946,-63.7767,0.78,
5940,Phi Ser,239.3108,14.4144,1.14,
5941,48    Lib,239.5475,-14.2794,-0.1,
5942,,239.645,-24.8314,-0.09,
5943,,239.8763,-41.7444,1,0.019
5944,6Pi  Sco,239.7129,-26.1142,-0.19,0.01
5945,,239.9917,-40.6528,1.52,
5946,,240.2767,-54.5778,0.25,
5947,13Eps CrB,239.3971,26.8778,1.23,0.024
5948,Eta Lup,240.0304,-38.3969,-0.22,0.008
5949,,238.9571,58.9117,-0.02,
5950,,239.3746,39.6953,1.07,
5951,,240.7183,-62.5417,-0.04,
5952,,240.2238,-40.4353,0.01,
5953,7Del Sco,240.0833,-22.6217,-0.12,
5954,49    Lib,240.0817,-16.5333,0.52,0.035
5955,,241.4825,-72.4008,1.17,
5956,,240.3313,-31.8894,1.45,
5957,,239.7404,36.6439,1.49,
5958,,239.8758,25.9203,0.1,
5959,50    Lib,240.1983,-8.4114,0.05,
5960,,239.4475,54.7497,0.26,0.022
5961,Iot1Nor,240.8829,-57.7753,0.24,0.023
5962,Eta Nor,240.8038,-49.2297,0.92,0.022
5963,,240.2129,4.4275,1,
5964,,239.7683,49.8811,0.29,
5965,,240.6642,-29.1358,1.31,
5966,5    Her,240.3096,17.8183,0.99,-0.007
5967,,240.8508,-38.6025,-0.14,
5968,15Rho CrB,240.2612,33.3036,0.6,0.04
5969,,240.8358,-25.8653,1.22,0.032
5970,,240.8929,-32.0006,0.47,
5971,14Iot CrB,240.3608,29.8511,-0.07,0.01
5972,44Pi  Ser,240.5737,22.8044,0.07,0.012
5973,,240.9779,-24.7264,1.38,
5974,,241.0742,-33.2144,0.34,
5975,,241.1529,-37.8631,0.4,
5976,43    Ser,240.9404,4.9867,0.96,
5977,Xi  Sco,241.0921,-11.3731,,0.048
5978,Xi  Sco,241.0921,-11.3731,0.47,0.048
5979,,241.85,-56.1914,0.58,
5980,Del Nor,241.6225,-45.1733,0.23,0.035
5981,,240.5229,52.9158,1.48,
5982,6Ups Her,240.6996,46.0367,-0.11,
5983,,240.8308,36.6317,0.56,
5984,8Bet1Sco,241.3592,-19.8056,-0.07,0.009
5985,8Bet2Sco,241.3604,-19.8019,-0.02,
5986,13The Dra,240.4721,58.5653,0.52,0.051
5987,The Lup,241.6479,-36.8022,-0.17,
5988,,241.5262,-23.6064,-0.08,
5989,,241.4354,-6.2917,0.48,0.012
5990,,241.4992,-6.1394,1.03,
5991,,241.8183,-36.7556,0.29,
5992,,241.4075,8.0961,0.08,
5993,9Ome1Sco,241.7017,-20.6692,-0.04,
5994,Iot2Nor,242.3275,-57.9344,-0.04,
5995,,240.7888,59.4108,1.58,
5996,,241.7642,-14.0708,0.66,
5997,10Ome2Sco,241.8513,-20.8686,0.84,0.021
5998,,241.9662,-24.4619,-0.06,
5999,,242.1425,-39.1053,0.36,
6000,,242.1433,-39.0931,-0.07,
6001,,242.0317,-26.3267,1.65,
6002,11    Sco,241.9017,-12.7456,0.01,
6003,,242.1821,-23.6856,0.02,
6004,45    Ser,241.9062,9.8917,0.2,
6005,,241.8425,21.8225,1.37,
6006,,242.3821,-32.6497,0.79,
6007,,242.4692,-33.5458,-0.1,
6008,7Kap Her,242.0188,17.0469,0.95,0.002
6009,7Kap Her,242.0204,17.0544,1.14,0.002
6010,47    Ser,242.1167,8.5342,1.61,
6011,,242.2454,3.4544,1.47,
6012,,242.48,-18.3408,0.44,
6013,8    Her,242.1942,17.2058,0,
6014,,242.2967,6.3789,1,0.03
6015,,242.8237,-41.1197,0.27,
6016,,242.4604,-3.4669,1.45,0.008
6017,,242.7583,-29.4164,1.12,0.025
6018,16Tau CrB,242.2429,36.4908,1.01,0.031
6019,Zet Nor,243.3442,-55.5408,0.34,
6020,Del1Aps,245.0867,-78.6958,1.69,0.02
6021,Del2Aps,245.1117,-78.6672,1.41,0.02
6022,,243.32,-53.6717,1.96,
6023,11Phi Her,242.1925,44.935,-0.07,0.02
6024,Kap Nor,243.3696,-54.6306,1.04,0.022
6025,,241.5821,67.8103,-0.02,0.01
6026,14Nu  Sco,242.9942,-19.4497,0.13,0.03
6027,14Nu  Sco,242.9987,-19.4606,0.04,0.03
6028,13    Sco,243.0758,-27.9264,-0.16,
6029,12    Sco,243.0663,-28.4175,0.01,0.021
6030,Del TrA,243.8596,-63.6856,1.11,0.029
6031,15Psi Sco,243,-10.0642,0.09,0.02
6032,,242.8737,9.7125,0.24,
6033,16    Sco,243.0304,-8.5475,0.12,-0.009
6034,,240.8804,76.7936,,
6035,,242.8696,16.6656,0.02,
6036,,242.2621,57.9378,,
6037,,244.2729,-67.9414,0.15,
6038,,242.3583,55.8289,,
6039,10    Her,242.9083,23.4947,1.56,
6040,,243.9571,-57.9122,0.14,
6041,,243.2354,-4.2208,0.13,
6042,,243.4404,-24.4219,0.04,
6043,,242.9154,33.3425,1.2,0.009
6044,,243.5929,-33.0114,1.02,
6045,The Nor,243.8138,-47.3722,-0.13,
6046,,242.95,36.425,1.34,
6047,9    Her,243.3142,5.0211,1.47,0.014
6048,17Chi Sco,243.4621,-11.8375,1.42,0.029
6049,,243.85,-42.8997,1.11,
6050,,242.9483,42.3744,1.45,
6051,,243.62,-21.1075,-0.01,
6052,,243.1888,26.6708,0.39,0.012
6053,,243.6629,-18.5353,1.09,
6054,,243.7233,-25.4769,0.04,
6055,,244.1796,-53.8111,1.73,0.02
6056,1Del Oph,243.5862,-3.6944,1.58,0.034
6057,,243.5562,5.9019,1.15,
6058,Gam1Nor,244.2538,-50.0683,0.8,-0.001
6059,,244.3371,-53.0867,0.27,
6060,18    Sco,243.9054,-8.3694,0.65,0.062
6061,,243.9646,-14.8492,0.06,
6062,,244.7162,-57.8997,1,
6063,17Sig CrB,243.67,33.8586,0.51,0.045
6064,17Sig CrB,243.67,33.8583,,0.045
6065,16    Her,243.8696,18.8083,1.12,0.01
6066,,244.245,-21.3039,0.02,
6067,,244.2304,-3.9533,0.31,
6068,,243.9475,27.4222,1.31,
6069,,243.1046,67.1442,0.99,
6070,,244.5746,-28.6139,0.02,0.031
6071,Lam Nor,244.8237,-42.6739,0.1,
6072,Gam2Nor,244.96,-50.1556,1.08,0.044
6073,,245.105,-55.14,0.97,
6074,18Ups CrB,244.1867,29.1503,0.07,
6075,2Eps Oph,244.5804,-4.6925,0.96,0.043
6076,,244.7821,-20.2178,1.08,
6077,,244.8862,-30.9067,0.47,0.03
6078,,244.7517,-14.8725,1.52,
6079,19    UMi,242.7063,75.8775,-0.11,
6080,,245.1358,-39.4308,-0.07,
6081,19Omi Sco,245.1592,-24.1694,0.84,0.005
6082,20    UMi,243.1342,75.2106,,
6083,,245.6167,-49.5722,-0.04,
6084,20Sig Sco,245.2971,-25.5928,0.13,
6085,,245.6204,-43.9122,1.16,
6086,,244.3138,59.755,1.63,
6087,,245.0179,21.1325,0.94,
6088,,243.6396,73.395,0.08,
6089,,246.3417,-63.1247,0.03,
6090,,244.7967,49.0381,1.37,
6091,,244.9796,39.7086,0.4,0.043
6092,22Tau Her,244.935,46.3133,-0.15,0.03
6093,50Sig Ser,245.5183,1.0292,0.34,0.043
6094,,246.0054,-39.1931,0.62,0.054
6095,20Gam Her,245.48,19.1531,0.27,0.024
6096,,245.6621,-2.0797,0.07,
6097,,245.9863,-33.1994,0.01,0.009
6098,Zet TrA,247.1171,-70.0844,0.55,0.094
6099,,246.2258,-45.3492,0.19,
6100,,246.1321,-37.5658,-0.11,
6101,,244.5392,68.5544,,-0.004
6102,Gam Aps,248.3625,-78.8972,0.91,0.056
6103,19Xi  CrB,245.5242,30.8919,0.97,0.016
6104,4Psi Oph,246.0258,-20.0375,1.01,-0.002
6105,,246.165,-29.7033,0.59,0.036
6106,,246.1654,-29.7047,0.59,0.036
6107,20Nu 1CrB,245.5892,33.7992,1.6,0.003
6108,21Nu 2CrB,245.6217,33.7036,1.53,0.021
6109,Iot TrA,246.9888,-64.0581,0.36,0.029
6110,,245.7354,32.3331,0.08,
6111,21    Her,246.045,6.9481,-0.01,
6112,5Rho Oph,246.3967,-23.4472,0.24,0.013
6113,5Rho Oph,246.3963,-23.4461,,0.013
6114,,247.0633,-58.5997,0,
6115,Eps Nor,246.7962,-47.555,-0.07,
6116,21Eta UMi,244.3763,75.7553,0.37,0.043
6117,24Ome Her,246.3542,14.0333,0,0.041
6118,7Chi Oph,246.7558,-18.4564,0.28,
6119,,246.4487,18.8925,,0.01
6120,,247.4375,-57.7558,1.48,
6121,,246.5479,11.4075,1.03,
6122,,247.0612,-37.1794,1.1,
6123,25    Her,246.3508,37.3939,0.17,
6124,,246.7088,2.3475,0.92,
6125,,247.7058,-61.6336,1.23,0.006
6126,,245.4529,69.1094,1.12,0.009
6127,,246.1054,55.205,0,
6128,,246.9312,-7.5981,1.72,0.008
6129,3Ups Oph,246.9504,-8.3717,0.17,0.028
6130,,245.9458,61.6967,0.96,0.003
6131,,247.4263,-46.2433,0.56,
6132,14Eta Dra,245.9979,61.5142,0.91,0.051
6133,,258.9971,-87.5664,0.91,
6134,21Alp Sco,247.3517,-26.4319,1.83,0.024
6135,,248.5804,-70.9881,1.22,
6136,,247.1417,0.665,1.46,0.006
6137,,247.2038,-8.1289,0.4,
6138,,251.4733,-83.2389,1.57,
6139,,255.2437,-86.3644,0.05,
6140,,247.4454,-14.5508,0.82,
6141,22    Sco,247.5517,-25.115,-0.11,
6142,,247.9238,-41.8169,0.33,
6143,,247.8454,-34.7044,-0.16,
6144,,247.6246,-7.515,0.37,
6145,,247.845,-26.5378,1.08,
6146,30    Her,247.1604,41.8817,1.52,0.018
6147,8Phi Oph,247.7846,-16.6128,0.92,0.014
6148,27Bet Her,247.555,21.4897,0.94,0.024
6149,10Lam Oph,247.7283,1.9839,0.01,0.01
6150,,247.1808,51.4078,1.05,
6151,The TrA,248.9367,-65.4953,0.93,0.014
6152,,247.64,20.4792,1.29,0
6153,9Ome Oph,248.0342,-21.4664,0.13,0.028
6154,,247.8058,22.1953,1.61,
6155,Mu  Nor,248.5208,-44.0453,0.05,
6156,34    Her,247.525,48.9608,0.03,
6157,,247.7617,35.225,1.64,
6158,28    Her,248.1487,5.5211,-0.06,
6159,29    Her,248.1512,11.4881,1.49,-0.012
6160,,248.7829,-45.2447,1.34,
6161,15    Dra,246.9958,68.7681,-0.06,0.014
6162,,247.9471,45.5983,0.12,0.022
6163,Bet Aps,250.7692,-77.5175,1.06,0.034
6164,,249.0938,-42.8589,0.4,
6165,23Tau Sco,248.9708,-28.2161,-0.25,0.02
6166,,249.0938,-35.2556,1.57,0.022
6167,,249.7196,-60.9903,-0.08,
6168,35Sig Her,248.5258,42.4369,-0.01,0.01
6169,,248.8596,17.0572,0.05,
6170,,248.1071,60.8233,0.02,
6171,12    Oph,249.0896,-2.3247,0.82,0.093
6172,Eta1TrA,250.3471,-68.2961,-0.08,
6173,,246.4296,78.9639,0.26,0.028
6174,,249.6092,-43.3986,-0.02,
6175,13Zet Oph,249.2896,-10.5672,0.02,0.003
6176,,249.1792,15.4981,-0.11,
6177,,250.2104,-60.4461,0.48,
6178,,249.7717,-37.2175,0,
6179,,249.5067,-6.5381,0.16,
6180,,247.8671,72.6119,1.32,0.011
6181,,249.45,13.6869,0.41,
6182,,250.8421,-67.4325,0.02,
6183,,249.0467,46.6133,1.04,
6184,16    Dra,249.0479,52.9003,-0.07,0.01
6185,17    Dra,249.0571,52.9244,-0.04,0.01
6186,17    Dra,249.0587,52.9242,-0.06,0.01
6187,,250.3346,-48.7631,0.13,0.007
6188,,250.4175,-49.6517,-0.03,
6189,,249.9129,-9.5544,0.48,
6190,,250.1438,-20.4086,1.08,
6191,,247.6617,77.4467,1,0.017
6192,,250.4396,-33.1464,0.65,
6193,,250.4008,-24.4681,0.2,
6194,36    Her,250.1463,4.2072,0.13,0.001
6195,37    Her,250.1613,4.2197,-0.02,0.001
6196,,250.3933,-17.7422,1.11,0.047
6197,,250.7642,-46.0706,0.85,
6198,,249.2292,63.0728,1.53,
6199,,249.5017,56.0156,1.08,0.015
6200,42    Her,249.6871,48.9283,1.55,0.017
6201,,250.2979,-1.0006,0.3,
6202,,250.4738,-19.9244,0.43,
6203,,250.2142,12.395,0.05,
6204,,251.6667,-67.1097,-0.08,0.005
6205,14    Oph,250.4271,1.1811,0.32,0.03
6206,,250.9396,-41.1189,0.14,
6207,,251.1658,-53.1525,1.26,
6208,,250.2525,24.8586,1.31,
6209,,250.9746,-41.1131,-0.07,
6210,,250.9483,-38.1567,-0.06,
6211,,250.9113,-32.1061,-0.08,
6212,40Zet Her,250.3217,31.6031,0.65,0.102
6213,39    Her,250.4029,26.9169,0.4,
6214,,251.1775,-40.8397,-0.12,
6215,,251.5883,-58.5036,-0.09,
6216,,251.0721,-27.4561,0.1,0.012
6217,Alp TrA,252.1662,-69.0278,1.44,0.031
6218,,251.2508,-28.5097,0.09,
6219,,251.8313,-58.3414,-0.08,
6220,44Eta Her,250.7242,38.9222,0.92,0.034
6221,,251.6992,-39.3772,0.98,
6222,,250.9654,34.0389,0.29,
6223,18    Dra,250.2296,64.5892,1.22,0.009
6224,16    Oph,251.3737,1.0203,-0.02,
6225,25    Sco,251.7137,-25.5286,1.18,
6226,,250.7433,55.6903,0.07,
6227,,251.3438,15.7453,1.66,0.023
6228,43    Her,251.4579,8.5825,1.53,0.01
6229,Eta Ara,252.4462,-59.0414,1.57,0.025
6230,,251.2988,43.2172,1.4,
6231,,253.0725,-67.6819,1.28,
6232,19    Oph,251.7908,2.0644,0.14,
6233,,252.9746,-65.3756,-0.02,
6234,45    Her,251.9433,5.2467,-0.02,0.014
6235,,252.1125,-14.9094,0.2,
6236,,252.6496,-50.0456,0.31,0.008
6237,,251.3242,56.7819,0.38,0.046
6238,,249.4704,78.9183,1.14,0.047
6239,,252.0371,13.5906,0.87,
6240,,252.3658,-15.6675,,
6241,26Eps Sco,252.5408,-34.2933,1.15,0.022
6242,,251.8325,42.2389,1.61,
6243,20    Oph,252.4583,-10.7831,0.47,0.016
6244,,252.7492,-37.5144,0.12,0.006
6245,,252.8904,-41.2306,0.07,
6246,,252.3942,13.2614,0.03,0.013
6247,Mu 1Sco,252.9675,-38.0475,-0.2,
6248,,252.5929,-2.6539,0.42,
6249,,253.0796,-41.8544,0.23,
6250,47    Her,252.5808,7.2478,0.1,0.025
6251,,253.5021,-57.9094,1.59,
6252,Mu 2Sco,253.0838,-38.0175,-0.21,
6253,,253.8529,-63.2697,0.05,
6254,52    Her,252.3092,45.9833,0.09,0.01
6255,21    Oph,252.8537,1.2161,0.05,0.021
6256,,252.4187,43.4306,1.26,
6257,,253.4271,-43.0508,1.73,
6258,50    Her,252.6625,29.8067,1.6,
6259,,252.6796,32.5536,1.01,
6260,,253.5075,-41.8064,0.19,
6261,,253.495,-41.9947,0.5,
6262,Zet1Sco,253.4987,-42.3622,0.49,
6263,,253.5492,-41.8503,0.2,
6264,,252.6504,41.8967,1.08,
6265,,253.5817,-41.82,0.21,
6266,,253.6121,-42.4789,0.64,
6267,,250.775,77.5142,0.42,0.03
6268,49    Her,253.0204,14.9742,-0.05,
6269,,253.355,-20.4156,0.68,
6270,51    Her,252.9388,24.6564,1.25,0.01
6271,Zet2Sco,253.6458,-42.3614,1.37,0.028
6272,,253.7433,-41.1511,0.15,
6273,,253.65,-30.5872,0.21,
6274,,254.0371,-50.675,-0.02,
6275,,254.1196,-52.2839,-0.08,
6276,,254.8908,-69.2683,-0.1,
6277,,253.5442,-1.6122,0.28,
6278,,253.6679,-11.7925,0.14,
6279,53    Her,253.2421,31.7017,0.29,0.012
6280,23    Oph,253.6487,-6.1539,1.08,0.021
6281,25Iot Oph,253.5021,10.1653,-0.08,0.029
6282,,253.9908,-33.5072,1.71,
6283,,254.15,-40.8236,0.26,
6284,,254.0075,-16.8061,0.92,
6285,Zet Ara,254.655,-55.9903,1.6,0.044
6286,,253.3233,47.4169,1.32,
6287,,253.73,20.9586,0.97,0.011
6288,27    Sco,254.2962,-33.2594,1.59,
6289,,254.575,-50.6411,0.02,
6290,,253.8167,13.6197,0.34,
6291,24    Oph,254.2,-23.15,-0.02,0.009
6292,56    Her,253.7587,25.7306,0.92,
6293,54    Her,253.8425,18.4333,1.41,0.02
6294,,254.2667,-19.54,0.07,0.008
6295,Eps1Ara,254.8963,-53.1606,1.45,0.005
6296,,254.3587,-10.9633,1,
6297,,255.0258,-54.5969,0.19,
6298,,254.7183,-37.6211,0.19,0.018
6299,27Kap Oph,254.4171,9.375,1.15,0.031
6300,,255.1129,-48.6478,0.88,
6301,,254.3833,13.8842,0.94,
6302,,254.6733,-14.8697,0.4,
6303,,255.1346,-45.4517,1.8,
6304,,255.4475,-58.9583,-0.03,
6305,57    Her,254.3792,25.3528,0.9,
6306,,254.0267,50.0389,1.62,
6307,,254.4263,24.3814,1.1,
6308,,254.99,-25.0919,1.62,
6309,NOVA 1848,254.87583,-12.89083,,
6310,26    Oph,255.0396,-24.9892,0.41,
6311,,255.1537,-35.9342,1.16,
6312,,255.4421,-51.1308,0.27,
6313,,254.4592,42.5125,1.28,
6314,Eps2Ara,255.7867,-53.2369,0.48,0.039
6315,19    Dra,254.0071,65.1347,0.48,0.062
6316,,255.4696,-32.1436,-0.1,
6317,,255.1225,6.5836,0.23,
6318,30    Oph,255.265,-4.2225,1.48,0.015
6319,20    Dra,254.105,65.0392,0.38,0.029
6320,,256.1029,-57.7122,-0.1,
6321,29    Oph,255.4633,-18.8856,1.38,
6322,22Eps UMi,251.4921,82.0372,0.89,0.01
6323,,255.9238,-47.16,,
6324,58Eps Her,255.0725,30.9264,-0.01,0.028
6325,,255.2421,22.6322,1.33,
6326,,255.3875,14.9494,0.04,
6327,,255.9617,-38.1522,0.38,
6328,,255.29,27.1964,0.41,
6329,,255.4962,8.4506,0.09,0.01
6330,,254.8396,56.6886,1.16,
6331,,256.2721,-45.5017,0.07,
6332,59    Her,255.4017,33.5683,0.02,0.023
6333,,255.5779,25.5056,1.02,0.014
6334,,256.2058,-34.1228,0.26,
6335,,254.07,73.1278,0.24,
6336,,255.5717,31.8847,1.13,
6337,,255.7825,14.0919,1.6,0.005
6338,,256.4525,-44.105,0.28,
6339,,255.7933,14.5111,0.76,0.029
6340,,256.1888,-20.4947,-0.02,
6341,,255.9138,13.6053,0,
6342,,255.9917,13.5675,1.03,
6343,,255.9696,19.6906,1.52,
6344,,256.5846,-37.2275,0.07,
6345,,254.7608,69.1864,,0.017
6346,61    Her,255.8758,35.4142,,0.01
6347,,256.6183,-35.4511,0.5,
6348,,255.3196,60.6492,1,
6349,,256.3204,0.7025,0.58,0.046
6350,,256.5492,-21.5647,0.13,
6351,,255.9729,34.7903,0.22,
6352,,256.1721,19.5992,-0.01,
6353,,256.3846,-0.8919,0.16,
6354,,256.7217,-26.5131,-0.04,
6355,60    Her,256.3446,12.7408,0.12,0.022
6356,,257.5262,-61.6756,-0.04,
6357,,258.0825,-70.7211,1.06,
6358,,256.5404,9.7333,1.45,
6359,,256.5546,10.4542,0.87,
6360,,255.5638,64.6006,0.96,0.016
6361,,256.7204,-1.6564,0.2,
6362,,256.2708,43.8122,0.09,
6363,,256.2075,48.8042,1.09,
6364,,256.5754,22.0842,1.3,0.011
6365,,257.0621,-17.6092,1.01,
6366,,257.1979,-30.4036,0.25,
6367,,257.0567,-1.0794,0.08,0.008
6368,,258.3229,-67.1967,1.06,
6369,21Mu  Dra,256.3325,54.4703,,0.046
6370,21Mu  Dra,256.3321,54.4703,0.48,0.046
6371,,257.6762,-44.5575,0.86,0.017
6372,,257.2271,-3.8828,0.69,
6373,,259.1483,-74.5331,-0.01,
6374,,257.9121,-48.8742,1.84,
6375,,257.45,-10.5233,0.52,0.014
6376,,256.9446,40.5161,0.03,
6377,,257.0083,35.9353,0.31,0.015
6378,35Eta Oph,257.5946,-15.7247,0.06,0.052
6379,,255.4175,75.2972,,
6380,Eta Sco,258.0383,-43.2392,0.41,0.063
6381,,258.0675,-39.5069,0.04,
6382,,258.0688,-38.8222,1.05,
6383,,257.0713,50.8422,0,
6384,,258.555,-56.8883,1.78,
6385,,257.6908,12.4672,0.08,
6386,,258.0567,-25.2547,-0.04,
6387,,258.1042,-27.7619,-0.04,
6388,,257.3888,40.7772,1.28,0.019
6389,,258.2446,-32.4386,0.07,
6390,,257.9383,7.8947,1.04,
6391,63    Her,257.7633,24.2378,0.23,
6392,,258.6154,-39.7669,2.21,
6393,37    Oph,258.1158,10.5853,1.59,
6394,,258.2267,0.3519,0.5,
6395,,257.6275,52.4089,0,
6396,22Zet Dra,257.1967,65.7147,-0.12,0.023
6397,,258.8304,-33.5483,-0.01,
6398,,258.8996,-38.5939,0.58,0.042
6399,,257.9175,49.7467,,
6400,,260.0533,-70.0456,0.6,
6401,36    Oph,258.8375,-26.6028,0.86,0.188
6402,36    Oph,258.8367,-26.6014,0.85,0.188
6403,,258.9646,-30.2106,-0.03,
6404,,258.8346,-14.5839,1.1,
6405,,259.0896,-35.7494,0.48,0.023
6406,64Alp1Her,258.6621,14.3903,1.44,-0.002
6407,64Alp2Her,258.6633,14.39,,-0.002
6408,,259.8017,-59.6944,1.37,
6409,,259.2654,-32.6628,0.5,
6410,65Del Her,258.7579,24.8392,0.08,0.044
6411,Iot Aps,260.5246,-70.1233,-0.04,
6412,,259.0592,2.1861,0.22,
6413,,259.1783,-6.245,1.1,
6414,,259.1321,1.2106,0.06,0.002
6415,41    Oph,259.1529,-0.4453,1.14,0.01
6416,,259.7633,-46.6339,0.8,0.131
6417,Zet Aps,260.4975,-67.7706,1.21,0.014
6418,67Pi  Her,258.7617,36.8092,1.44,0.025
6419,,258.9233,23.7428,1.31,
6420,,259.7,-44.1297,-0.05,
6421,,258.1358,62.8744,0.21,0.014
6422,,259.585,-32.5533,0.15,
6423,,259.8763,-50.0633,0.41,
6424,39Omi Oph,259.5029,-24.2869,1.1,0.013
