hr,alt_name,ra,dec,bv_color,parallax
5198,,207.5808,-39.9011,0.99,
5199,,207.2383,39.5428,,-0.006
5200,5Ups Boo,207.3692,15.7978,1.52,0.011
5201,6    Boo,207.4283,21.2642,1.43,
5202,,207.6438,-19.8972,0.51,
5203,,205.5963,82.7525,1.01,
5204,,207.4375,36.6328,,
5205,,207.6029,5.4972,0.9,
5206,,207.9467,-46.8992,-0.16,
5207,,208.02,-52.8117,-0.09,-0.001
5208,,207.9025,-36.4333,0.48,
5209,,207.835,-24.3908,0.69,0.062
5210,3    Cen,207.9567,-32.9944,-0.13,0.017
5211,3    Cen,207.9588,-32.9947,-0.04,0.017
5212,,208.0038,-31.6194,0.48,0.016
5213,,207.4396,61.4892,0.96,
5214,,207.7688,34.7725,0.12,
5215,,207.7883,34.6644,1.62,0.014
5216,,207.6154,58.5394,0.09,
5217,,208.4296,-53.3736,0.01,
5218,,208.7038,-67.6525,1.49,
5219,,207.9479,34.4442,1.66,0.026
5220,,208.0767,12.1653,0.04,
5221,4    Cen,208.3021,-31.9278,-0.14,
5222,,208.3867,-35.6642,0.44,0.009
5223,,208.4871,-47.1281,-0.07,
5224,,208.4675,-35.3144,1.02,
5225,7    Boo,208.3038,17.9328,0.84,
5226,10    Dra,207.8579,64.7233,1.58,0.014
5227,,207.7467,68.3153,1.17,0.025
5228,,208.5692,-28.5697,1.13,
5229,,208.2929,28.6481,0.2,
5230,,208.8008,-52.1611,-0.08,
5231,Zet Cen,208.885,-47.2883,-0.22,
5232,90    Vir,208.6754,-1.5031,1.08,0.027
5233,,208.7425,-8.0589,0.53,0.02
5234,,209.0825,-54.1319,0.07,0.012
5235,8Eta Boo,208.6712,18.3978,0.58,0.108
5236,,209.1375,-54.7044,0.78,
5237,,208.9354,-31.285,0.9,
5238,86    UMa,208.4625,53.7286,-0.05,0.012
5239,,209.0813,-46.5925,1.14,0.025
5240,,210.1367,-78.59,0.03,
5241,,209.4121,-63.6867,1.11,0.033
5242,,209.63,-65.8006,1.05,
5243,,208.9583,14.0564,0.5,
5244,92    Vir,209.1163,1.0506,0.2,
5245,,209.0437,32.0325,0.37,0.014
5246,,209.3654,-23.0228,1.43,
5247,9    Boo,209.1425,27.4919,1.42,0.008
5248,Phi Cen,209.5679,-42.1008,-0.21,
5249,Ups1Cen,209.67,-44.8036,-0.2,
5250,47    Hya,209.6296,-24.9722,-0.1,
5251,,209.8221,-50.37,0.96,
5252,,210.0721,-61.4814,0.33,
5253,,210.2175,-66.2686,0.35,
5254,,209.6662,14.6494,1.44,
5255,10    Boo,209.6621,21.6961,-0.03,0.013
5256,,209.3837,61.4928,,
5257,48    Hya,210.0004,-25.0103,0.48,0.029
5258,,209.9554,-3.5497,0.49,
5259,,210.3292,-40.2222,1.25,
5260,Ups2Cen,210.4308,-45.6036,0.6,0.013
5261,The Aps,211.3325,-76.7967,1.55,
5262,,210.335,8.8947,0.09,
5263,11    Boo,210.2937,27.3867,0.17,
5264,93Tau Vir,210.4117,1.5444,0.1,0.024
5265,,210.595,-27.43,1.34,
5266,,210.8592,-56.2136,1.22,
5267,Bet Cen,210.9558,-60.3731,-0.23,0.009
5268,,210.7571,-31.6839,0.48,0.018
5269,,210.8646,-41.4233,-0.11,
5270,,210.6325,9.6864,0.9,
5271,,210.5508,45.7536,1.32,
5272,,210.9713,-22.4217,0.45,
5273,,210.8846,10.7867,0.74,0.059
5274,,210.9033,7.5464,0.94,
5275,,210.9825,4.9008,0.39,
5276,,211.0608,-5.3814,1.32,
5277,,211.1125,-14.9717,1.08,
5278,,211.4438,-54.6694,0.23,
5279,,212.1129,-74.8503,0.58,0.041
5280,,210.7487,50.9719,0.01,
5281,,211.6046,-59.7156,0.12,
5282,,210.4608,68.6786,1.4,
5283,,211.1562,2.2975,1.02,
5284,,211.3083,-16.3358,0.1,
5285,Chi Cen,211.5117,-41.1797,-0.19,
5286,,211.5454,-43.0919,0.98,
5287,49Pi  Hya,211.5929,-26.6825,1.12,0.049
5288,5The Cen,211.6708,-36.37,1.01,0.065
5289,,212.0596,-63.2081,1.02,
5290,95    Vir,211.6783,-9.3133,0.34,
5291,11Alp Dra,211.0971,64.3758,-0.05,0.018
5292,,212.2346,-59.2767,0.05,
5293,,212.6288,-70.3056,1.74,
5294,,212.2162,-43.4711,-0.06,
5295,,212.7579,-69.7197,0.18,
5296,,212.3958,-51.5047,-0.06,
5297,,212.4783,-53.4392,0.94,0.017
5298,96    Vir,212.2525,-10.3344,1,
5299,,211.9825,43.8544,1.59,0.024
5300,13    Boo,212.0721,49.4581,1.65,0.02
5301,,212.7104,-16.3019,1.72,0.012
5302,,212.1917,59.3378,1.02,
5303,Eta Aps,214.5575,-81.0078,0.25,
5304,12    Boo,212.5996,25.0917,0.54,0.042
5305,3    UMi,211.735,74.5936,0.14,
5306,,214.2287,-77.6639,1.42,
5307,,212.88,1.3622,0.48,
5308,,213.3183,-53.6658,1.44,0.009
5309,,213.1021,-24.3642,1.35,
5310,,212.8129,32.2956,1.26,
5311,,213.4162,-54.6258,0.05,
5312,50    Hya,213.1917,-27.2611,1.16,0.048
5313,,213.0658,2.4094,-0.12,0.009
5314,,213.305,-26.6122,1.08,
5315,98Kap Vir,213.2242,-10.2736,1.33,0.022
5316,,213.7375,-57.0858,-0.08,
5317,,213.42,-0.8456,0.47,0.027
5318,,213.6775,-41.8375,0.93,
5319,,213.8383,-53.5097,1.57,
5320,,214.1608,-66.5878,-0.06,
5321,4    UMi,212.2121,77.5475,1.36,0.01
5322,,213.5887,-5.9475,0.6,0.023
5323,14    Boo,213.5217,12.9594,0.54,0.022
5324,,213.7554,-29.2819,,
5325,,213.9117,-45.0008,0.6,
5326,,214.1425,-59.9139,2.04,
5327,,216.0971,-82.8486,0.02,
5328,17Kap1Boo,213.3654,51.7878,0.39,0.01
5329,17Kap2Boo,213.3708,51.7903,0.2,0.01
5330,15    Boo,213.7117,10.1006,1,
5331,,213.7208,3.3361,1.6,
5332,,213.8504,-18.2008,-0.03,
5333,,213.6708,21.8733,0.18,
5334,,213.0167,69.4325,1.58,0.016
5335,,213.5979,41.5189,1.04,0.03
5336,Eps Aps,215.5946,-80.1089,-0.1,
5337,,214.0762,-33.2414,0.3,
5338,99Iot Vir,214.0038,-6.0006,0.52,0.043
5339,Del Oct,216.7287,-83.6678,1.31,
5340,16Alp Boo,213.9154,19.1825,1.23,0.09
5341,,214.0896,-6.6219,0.28,
5342,,214.1254,-3.1964,-0.01,
5343,,214.0175,18.9119,0.26,
5344,,214.2658,-18.5853,0.98,
5345,,213.8204,52.5358,0.1,
5346,,214.1367,20.1214,0.49,0.031
5347,,214.1008,39.7447,0.36,
5348,,214.5992,-33.2206,0.27,
5349,,214.9646,-61.2731,0.29,0.034
5350,21Iot Boo,214.0412,51.3672,0.2,0.048
5351,19Lam Boo,214.0958,46.0883,0.08,0.045
5352,,214.3683,15.2633,1.71,
5353,,214.5025,-7.5425,0.73,
5354,Iot Lup,214.8508,-46.0578,-0.18,
5355,,214.6596,-18.7161,0,
5356,,214.7533,-25.8156,0.5,0.051
5357,,214.8496,-37.0036,0.08,
5358,,215.0813,-56.3867,0.12,
5359,100Lam Vir,214.7775,-13.3711,0.13,0.017
5360,,214.3379,51.3072,0.04,
5361,,214.4992,35.5094,1.06,
5362,,215.0404,-43.0589,0.92,
5363,,214.455,48.0017,0.44,
5364,,215.1771,-45.1872,0.31,0.02
5365,18    Boo,214.8179,13.0042,0.38,
5366,102Ups Vir,214.8854,-2.2656,1.02,0.018
5367,Psi Cen,215.1392,-37.8853,-0.03,0.003
5368,,214.9204,0.3842,0.2,
5369,,214.7321,38.7675,1.06,
5370,20    Boo,214.9383,16.3069,1.23,
5371,,215.6542,-58.4594,0.86,0.024
5372,,214.7325,54.8642,,
5373,,214.9487,38.7939,0.05,
5374,,215.0363,30.4292,0.15,
5375,,215.6613,-48.3203,-0.13,
5376,,215.5821,-34.7869,-0.09,
5377,,215.8346,-50.7722,1.36,
5378,,215.7592,-39.5122,-0.18,
5379,,216.2762,-68.1953,0.49,
5380,,215.9517,-53.1767,1.1,
5381,51    Hya,215.7742,-27.7539,1.31,0.04
5382,,216.4146,-66.1733,0.13,
5383,2    Lib,215.8567,-11.7142,0.99,
5384,,215.8138,1.2417,0.63,0.061
5385,,215.8442,8.445,0.43,0.016
5386,,215.8446,8.4467,-0.02,0.016
5387,,215.7783,25.3381,0.37,
5388,,216.0038,8.2436,0.06,
5389,,217.4033,-76.7292,1.18,
5390,,216.2025,-24.8064,0.96,0.024
5391,,216.7796,-65.8217,1.5,
5392,,216.0471,5.82,0.12,0.023
5393,,216.1704,-11.6697,0.42,0.012
5394,,216.0762,8.085,1.2,0.015
5395,Tau1Lup,216.5342,-45.2214,-0.15,
5396,Tau2Lup,216.545,-45.3794,0.43,0.002
5397,,216.3742,-19.9697,0.14,0.005
5398,,216.5558,-42.3192,1.19,
5399,,216.4487,-26.8525,0.94,
5400,,216.7079,-39.8739,-0.08,
5401,,216.8008,-46.1344,0.31,
5402,,216.3717,38.3931,1.23,
5403,,217.1812,-59.1978,0.14,
5404,23The Boo,216.2992,51.8508,0.5,0.072
5405,22    Boo,216.6142,19.2269,0.23,0.007
5406,104    Vir,216.8517,-6.1203,0.09,
5407,52    Hya,217.0433,-29.4917,-0.07,
5408,,217.8188,-67.7172,1,
5409,105Phi Vir,217.0504,-2.2281,0.7,0.047
5410,106    Vir,217.1738,-6.9006,1.49,
5411,,216.8638,41.025,0.37,
5412,,217.5358,-45.3217,-0.08,
5413,,217.5871,-49.5192,0.05,
5414,,217.1313,28.2892,-0.01,
5415,,217.1387,28.2908,-0.03,
5416,,217.0683,36.1969,,
5417,,217.7354,-40.845,1.44,
5418,,217.4604,0.8289,0.16,
5419,,217.795,-38.8697,1.06,
5420,24    Boo,217.1575,49.8447,0.85,0.022
5421,,218.1371,-56.8878,0.91,
5422,,217.4571,31.7911,-0.03,
5423,,217.4033,41.7958,0.7,0.031
5424,,217.6892,4.7722,1.42,
5425,Sig Lup,218.1537,-50.4569,-0.19,
5426,,218.385,-54.9983,0.48,
5427,,218.3746,-52.68,1.09,
5428,,218.29,-30.7142,1.03,0.006
5429,25Rho Boo,217.9575,30.3714,1.3,0.029
5430,5    UMi,216.8813,75.6961,1.44,0.019
5431,,218.5333,-42.0997,0.06,
5432,,218.8217,-60.0158,1.26,
5433,,218.0842,26.6772,0.22,0.011
5434,26    Boo,218.1354,22.26,0.35,
5435,27Gam Boo,218.0196,38.3083,0.19,0.025
5436,,217.6921,63.1856,0.41,
5437,,217.9283,60.2256,0.24,
5438,,218.7112,-20.4392,0.14,
5439,,218.8813,-41.5172,-0.08,
5440,Eta Cen,218.8767,-42.1578,-0.19,
5441,,218.3346,36.9594,,
5442,,218.1288,55.3978,1.5,
5443,,219.4429,-67.9322,0.5,0.051
5444,,219.0792,-46.2453,1.48,0.019
5445,,218.5488,32.5344,0.4,
5446,,219.1008,-39.5972,1.05,
5447,28Sig Boo,218.67,29.745,0.36,0.068
5448,,218.6604,36.6258,1.38,
5449,,219.1842,-40.2117,-0.12,
5450,,219.3338,-46.1339,1.01,0.023
5451,,218.5663,57.0653,0.49,0.025
5452,,218.665,49.3683,1.56,
5453,Rho Lup,219.4717,-49.4258,-0.15,
5454,,219.0287,23.2503,1.06,
5455,,219.2492,-12.3053,0.46,0.034
5456,,219.5817,-38.7942,1.43,
5457,,219.7958,-46.5842,0.51,0.021
5458,,219.8529,-49.0556,0.44,0.009
5459,Alp1Cen,219.8996,-60.8353,0.71,0.751
5460,Alp2Cen,219.9004,-60.8356,0.88,0.751
5461,,220.1367,-56.4408,1.18,
5462,,219.5583,18.2983,1.1,0.038
5463,Alp Cir,220.6267,-64.9753,0.24,0.056
5464,,219.5521,43.6419,1.48,
5465,,220.4821,-58.6161,0.45,
5466,,220.2558,-36.135,-0.08,
5467,,219.5633,54.0233,-0.01,
5468,33    Boo,219.7092,44.4044,0,0.012
5469,Alp Lup,220.4825,-47.3883,-0.2,
5470,Alp Aps,221.965,-79.0447,1.43,0.029
5471,,220.49,-37.7936,-0.17,
5472,,220.0912,21.9756,0.4,
5473,,220.1767,13.5342,0.21,
5474,,220.4629,-30.9333,-0.09,0.003
5475,29Pi 1Boo,220.1817,16.4183,-0.03,0.002
5476,29Pi 2Boo,220.1829,16.4178,0.24,0.002
5477,30Zet Boo,220.2871,13.7283,,0.009
5478,30Zet Boo,220.2871,13.7283,0.05,0.009
5479,,218.4096,79.6603,1.3,0.015
5480,31    Boo,220.4117,8.1617,1,0.011
5481,32    Boo,220.4312,11.6606,0.94,0.023
5482,,221.3221,-62.8758,0.29,0.011
5483,,220.4758,21.1236,,
5484,4    Lib,220.8067,-24.9975,-0.01,
5485,,220.9142,-35.1736,1.35,0.014
5486,,221.2312,-58.4778,1.02,
5487,107Mu  Vir,220.765,-5.6583,0.38,0.045
5488,,221.2954,-55.6019,-0.06,
5489,,221.2467,-35.1919,0.01,0.019
5490,34    Boo,220.8558,26.5278,1.66,0.002
5491,,232.0796,-88.1331,0.3,
5492,,220.5133,61.2619,0.41,0.017
5493,,220.935,40.4592,1.39,
5494,,221.6212,-47.4411,0.07,
5495,,221.7554,-52.3836,0.98,0.021
5496,,221.2988,-1.4178,1.61,
5497,54    Hya,221.5004,-25.4431,0.35,0.049
5498,,221.8013,-52.2056,0.09,
5499,,221.5283,-23.1531,0.98,
5500,,222.185,-66.5939,-0.07,
5501,108    Vir,221.3758,0.7172,-0.03,
5502,35Omi Boo,221.3104,16.9644,0.98,0.045
5503,5    Lib,221.4908,-15.4597,1.19,
5504,,221.5454,-21.1761,0.58,0.026
5505,36Eps Boo,221.2467,27.075,,0.016
5506,36Eps Boo,221.2467,27.0742,0.97,0.016
5507,,221.3362,18.8847,0.83,
5508,,221.7713,-38.2908,1.33,
5509,,221.8837,-43.5575,1.08,
5510,,221.3071,32.7883,1.58,
5511,109    Vir,221.5621,1.8928,-0.01,0.037
5512,,221.525,15.1319,1.57,
5513,,221.8071,-21.3247,1.65,
5514,55    Hya,221.8438,-25.6244,,
5515,,222.2787,-56.6678,1.13,
5516,56    Hya,221.9367,-26.0875,0.94,0.034
5517,57    Hya,221.9896,-26.6464,-0.02,
5518,,221.9787,-12.8397,1.1,
5519,,222.1588,-36.6347,1.54,
5520,,223.3071,-73.19,0.82,
5521,,222.3279,-24.2517,1.3,
5522,,222.2254,-0.8478,-0.04,
5523,7Mu  Lib,222.3296,-14.1489,0.07,0.006
5524,,222.0971,24.3667,0.48,0.01
5525,Pi 1Oct,225.4617,-83.2278,0.95,
5526,58    Hya,222.5721,-27.9603,1.4,0.011
5527,,223.1458,-63.81,0.72,
5528,Omi Lup,222.91,-43.5756,-0.15,
5529,,222.2779,37.8111,0.36,0.021
5530,8Alp1Lib,222.6717,-15.9972,0.41,0.05
5531,9Alp2Lib,222.7196,-16.0417,0.15,0.058
5532,,222.4933,28.6158,0.05,
5533,38    Boo,222.3279,46.1161,0.48,
5534,,222.5658,23.9119,0.56,0.069
5535,11    Lib,222.7542,-2.2992,0.98,0.016
5536,,222.7504,-0.2572,1.4,
5537,,222.3846,51.3747,0.4,
5538,39    Boo,222.4221,48.7206,0.47,0.009
5539,Zet Cir,223.6767,-65.9914,-0.06,
5540,,224.4704,-76.6628,1.45,0.008
5541,,222.6233,37.2719,1.02,0.026
5542,,223.1379,-30.5769,0.6,0.031
5543,,223.2129,-37.8033,-0.16,
5544,37Xi  Boo,222.8471,19.1011,0.76,0.156
5545,Pi 2Oct,226.1946,-83.0383,1.3,
5546,,223.8942,-60.1142,1.16,0.031
5547,,225.0492,-77.1603,1.05,
5548,12    Lib,223.5838,-24.6422,1.32,0.041
5549,,223.6583,-33.3006,1.42,
5550,,223.3471,15.7044,0.57,0.021
5551,The Cir,224.1833,-62.7808,0,
5552,,222.86,59.2939,1.36,
5553,,223.3488,19.1528,0.83,0.087
5554,13Xi 1Lib,223.5954,-11.8983,0.97,
5555,,224.9833,-75.0325,-0.04,
5556,,224.0721,-52.8097,0.13,
5557,Ome Oct,227.7846,-84.7875,-0.06,
5558,,223.9362,-33.8558,0.04,0.007
5559,,224.1333,-47.8792,-0.04,
5560,,224.2558,-51.4469,1.7,
5561,,224.1492,-39.4161,0.06,
5562,,224.1288,-32.6367,1.41,
5563,7Bet UMi,222.6763,74.1556,1.47,0.039
5564,15Xi 2Lib,224.1921,-11.4097,1.49,
5565,,224.3067,-29.1578,-0.04,
5566,,224.5367,-48.8631,0.71,0.051
5567,,224.055,14.4464,-0.06,
5568,,224.3667,-21.4156,1.11,0.173
5569,,223.9946,32.3003,0.1,
5570,16    Lib,224.2958,-4.3464,0.32,0.047
5571,Bet Lup,224.6329,-43.1339,-0.22,
5572,,224.6533,-39.9067,1.23,
5573,,224.3887,-0.1675,1.13,0.034
5574,,224.265,21.5553,-0.01,
5575,,224.2988,16.3883,0.94,
5576,Kap Cen,224.7904,-42.1042,-0.2,
5577,59    Hya,224.6633,-27.6572,0.24,0.008
5578,17    Lib,224.5558,-11.155,0.01,
5579,,224.8079,-37.8814,-0.08,
5580,,224.8629,-43.16,0.6,
5581,,224.0958,49.6286,0.5,0.027
5582,18    Lib,224.7233,-11.1442,1.26,
5583,,224.72,-4.9892,0.5,0.026
5584,,224.8463,4.5678,1.6,
5585,,225.3042,-38.0583,1.24,
5586,19Del Lib,225.2433,-8.5189,0,0.02
5587,,225.4921,-34.3589,0.24,
5588,40    Boo,224.9037,39.2653,0.31,
5589,,224.3958,65.9325,1.59,0.01
5590,,225.3325,-2.755,1.68,
5591,60    Hya,225.5267,-28.0606,0.16,
5592,,225.2183,22.0456,,
5593,Eta Cir,226.2008,-64.0317,0.93,0.032
5594,,225.4538,-0.1406,1.52,0.002
5595,,225.7471,-32.6433,-0.12,
5596,,222.585,82.5119,0.68,0.016
5597,,225.1613,47.2778,-0.14,
5598,,226.7863,-71.9053,1.59,
5599,,225.6871,-3.0314,0.2,
5600,41Ome Boo,225.5271,25.0081,1.5,0.025
5601,110    Vir,225.725,2.0914,1.04,0.025
5602,42Bet Boo,225.4867,40.3906,0.97,0.037
5603,20Sig Lib,226.0175,-25.2819,1.7,0.064
5604,,226.1788,-40.8614,1.46,
5605,Pi  Lup,226.28,-47.0511,-0.14,0.009
5606,Pi  Lup,226.28,-47.0511,,0.009
5607,,226.3296,-41.0672,1.01,0.019
5608,,225.3629,60.2044,0.09,
5609,,225.7754,35.2058,1.02,
5610,,226.0267,5.4925,0.31,0.017
5611,,226.9867,-65.2756,1.47,
5612,,225.7775,44.6444,0.46,
5613,,225.9021,34.5661,1.02,
5614,,226.4487,-25.7897,-0.01,
5615,,226.5579,-36.2642,1.65,
5616,43Psi Boo,226.1113,26.9475,1.24,0.018
5617,,226.8579,-49.0883,0.92,
5618,44    Boo,225.9475,47.6544,0.65,0.086
5619,,226.6387,-30.9189,-0.08,
5620,,226.6129,-22.0319,1.05,
5621,,227.3746,-67.0842,0.69,
5622,21Nu  Lib,226.6567,-16.2569,1.58,0.02
5623,,227.3562,-63.6428,0.06,
5624,,227.0504,-40.5839,-0.14,
5625,,227.1629,-42.8678,-0.11,
5626,Lam Lup,227.2108,-45.2797,-0.18,0.012
5627,47    Boo,226.3575,48.1511,0,0.026
5628,,228.1408,-72.7703,0,
5629,,225.9908,65.9197,,
5630,,226.6463,36.4556,0.52,
5631,,226.9179,5.4981,0.94,
5632,,227.6858,-61.4225,0.63,
5633,,226.835,18.4417,0.06,0.015
5634,45    Boo,226.8254,24.8692,0.43,0.064
5635,,226.5696,54.5564,0.96,0.029
5636,,227.5312,-38.7925,,
5637,,227.8167,-55.3461,1.14,
5638,46    Boo,227.0992,26.3011,1.24,
5639,,227.2225,13.235,0.96,
5640,,227.1479,25.1086,1.24,
5641,,227.5775,-26.3328,1.05,
5642,,227.8954,-45.2775,1.04,
5643,,227.8829,-45.2794,1.08,
5644,,228.5796,-70.0794,3.38,
5645,,228.2542,-61.7439,1.9,
5646,Kap1Lup,227.9837,-48.7378,-0.05,
5647,Kap2Lup,227.99,-48.7436,0.14,
5648,,227.0813,50.055,1.03,
5649,Zet Lup,228.0712,-52.0992,0.92,0.043
5650,,228.1304,-48.2186,1.12,
5651,,228.2063,-44.5006,-0.17,
5652,24Iot1Lib,228.0554,-19.7917,-0.08,0.03
5653,,228.2808,-36.0914,-0.08,
5654,,228.0179,18.9758,1.53,0.006
5655,,228.3229,-24.0083,-0.04,
5656,25Iot2Lib,228.33,-19.6475,0.12,
5657,23    Lib,228.3696,-25.3092,0.7,0.034
5658,,228.4721,-26.1936,1.14,
5659,,228.1812,19.2858,0.68,0.024
5660,1    Lup,228.6554,-31.5192,0.37,0.014
5661,,229.1517,-60.9039,-0.08,
5662,26    Lib,228.6404,-17.7686,-0.05,
5663,,228.9742,-48.0742,0.21,
5664,Del Cir,229.2363,-60.9575,-0.06,
5665,,228.3829,22.9833,0.06,
5666,Eps Cir,229.4121,-63.6106,1.25,0.004
5667,,229.0167,-41.4911,0.58,-0.003
5668,,229.0437,-43.4847,-0.14,
5669,,228.7112,-5.5028,1.47,
5670,Bet Cir,229.3783,-58.8011,0.09,0.053
5671,Gam TrA,229.7275,-68.6794,0,0.01
5672,,227.6837,67.7814,,
5673,,228.3983,38.2647,1.2,
5674,,228.5254,31.7881,1.52,
5675,3    Ser,228.7975,4.9394,1.09,0.021
5676,48Chi Boo,228.6217,29.1642,0.03,0.026
5677,,228.5429,42.1714,1.66,
5678,,229.0958,-22.3994,1.38,
5679,4    Ser,228.9546,0.3722,0.18,0.02
5680,,229.7038,-60.4964,-0.1,
5681,49Del Boo,228.8758,33.3147,0.95,0.03
5682,,229.5392,-41.0608,0.18,
5683,Mu  Lup,229.6333,-47.875,-0.08,0.013
5684,,230.1696,-67.4814,-0.09,
5685,27Bet Lib,229.2517,-9.3831,-0.11,-0.003
5686,2    Lup,229.4579,-30.1489,1.1,0.018
5687,,229.735,-40.7883,-0.1,
5688,,229.6721,-31.2094,1.23,
5689,,229.8817,-37.0967,0.96,
5690,,229.6092,-0.4614,1.51,
5691,,228.6596,67.3467,0.53,0.046
5692,,229.6021,20.5728,0.97,
5693,,228.7162,68.9453,,
5694,5    Ser,229.8283,1.7653,0.54,0.037
5695,Del Lup,230.3429,-40.6475,-0.22,
5696,,230.3971,-40.7497,0.07,
5697,,230.3754,-38.2192,-0.06,
5698,Nu 1Lup,230.5346,-47.9278,0.5,0.032
5699,Nu 2Lup,230.4508,-48.3178,0.65,0.066
5700,,230.7933,-60.6569,0.48,
5701,28    Lib,230.2238,-18.1586,1.02,
5702,,229.8758,32.5153,0.24,
5703,29Omi Lib,230.2558,-15.5483,0.41,
5704,Gam Cir,230.8446,-59.3208,0.19,0.01
5705,Phi1Lup,230.4517,-36.2614,1.54,0.014
5706,,230.1962,-2.4133,1.06,0.033
5707,,230.2817,-5.8247,1.04,
5708,Eps Lup,230.6704,-44.6894,-0.18,0.009
5709,1Omi CrB,230.0354,29.6161,1.02,0.001
5710,6    Ser,230.2583,0.7153,1.19,0.007
5711,,230.2787,24.9578,1.23,
5712,Phi2Lup,230.7892,-36.8586,-0.15,
5713,,231.5612,-68.3092,1.02,
5714,11    UMi,229.2746,71.8239,1.37,0.015
5715,,230.0217,51.9586,0.11,
5716,,230.1733,44.4342,0.39,
5717,7    Ser,230.5967,12.5675,-0.02,
5718,50    Boo,230.4525,32.9339,-0.07,0.005
5719,Ups Lup,231.1871,-39.7103,-0.11,0.008
5720,,230.9675,-12.3694,1.04,
5721,8    Ser,230.9321,-1.0225,0.25,
5722,,231.2775,-38.1694,0.09,
5723,31Eps Lib,231.0496,-10.3222,0.44,0.035
5724,,231.3342,-38.7336,0,0.012
5725,,231.8879,-64.5314,1.64,
5726,,230.6558,39.5814,1.59,
5727,2Eta CrB,230.8013,30.2878,0.58,0.061
5728,2Eta CrB,230.8013,30.2878,,0.061
5729,Rho Oct,235.82,-84.4653,0.11,
5730,Kap1Aps,232.8783,-73.3894,-0.12,
5731,,230.6554,62.0472,-0.03,
5732,,231.0213,45.2711,1.2,
5733,51Mu 1Boo,231.1225,37.3772,0.31,0.039
5734,51Mu 2Boo,231.1288,37.3478,0.59,0.039
5735,13Gam UMi,230.1821,71.8339,0.05,0.003
5736,,231.8258,-36.7678,-0.15,
5737,,230.66,63.3414,1.27,0.005
5738,,232.1133,-51.5975,1.09,
5739,9Tau1Ser,231.4475,15.4281,1.66,0.013
5740,,231.4721,19.4808,0.6,
5741,,231.5725,34.3358,1.4,
5742,,232.3513,-46.7328,1.74,0.005
5743,32Zet1Lib,232.0642,-16.7164,1.55,
5744,12Iot Dra,231.2325,58.9661,1.16,0.04
5745,,231.9121,25.1017,1.62,
5746,10    Ser,232.1592,1.8422,0.23,0.031
5747,3Bet CrB,231.9571,29.1058,0.28,0.032
5748,,231.6354,54.02,0.05,
5749,,232.6512,-20.7283,0.17,
5750,34Zet3Lib,232.6683,-16.6094,1.06,
5751,,233.0183,-38.6231,0.2,
5752,,232.1854,47.2014,0.1,
5753,,232.9596,-32.8811,0.09,
5754,,231.92,62.2756,0.14,
5755,,231.9642,60.6703,1.44,
5756,,232.9308,-20.1647,0.22,
5757,,234.8262,-77.9181,1.2,
5758,,232.7308,8.5792,0.37,
5759,,232.2367,55.195,0.08,
5760,,232.5946,31.2861,0.19,
5761,,232.6163,36.8042,,
5762,,233.1529,-19.6706,0.18,0.018
5763,52Nu 1Boo,232.7325,40.8331,1.59,0.02
5764,35Zet4Lib,233.23,-16.8528,-0.14,
5765,,233.2879,-24.4894,0.27,
5766,,234.0725,-65.6133,0.35,
5767,,233.5067,-40.0661,1.68,
5768,,232.3383,62.0997,,
5769,,232.8433,36.6164,0.5,
5770,12Tau2Ser,233.0404,16.0561,-0.05,
5771,Eps TrA,234.18,-66.3169,1.17,0.038
5772,11    Ser,233.2413,-1.1864,1.09,
5773,,233.5871,-39.3494,-0.03,
5774,53Nu 2Boo,232.9458,40.8994,0.07,0.02
5775,36    Lib,233.6554,-28.0469,1.3,0.011
5776,Gam Lup,233.7854,-41.1669,-0.2,0.008
5777,37    Lib,233.5446,-10.0644,1.01,0.027
5778,4The CrB,233.2325,31.3592,-0.13,0.027
5779,,233.5867,-5.695,0.58,
5780,,233.6108,-9.1833,-0.09,
5781,,233.9717,-44.9586,-0.18,0.014
5782,Kap2Aps,235.0883,-73.4467,-0.04,
5783,,233.47,17.1378,,
5784,,234.0504,-44.3969,1.5,0.017
5785,,232.7321,64.2086,0.96,0.002
5786,,235.4775,-76.0819,-0.04,
5787,38Gam Lib,233.8817,-14.7894,1.01,0.041
5788,13Del Ser,233.7004,10.5375,0.26,0.021
5789,13Del Ser,233.7004,10.5392,0.26,0.021
5790,,234.0475,-33.0928,,
5791,,233.7692,1.6689,0.28,
5792,,235.0479,-70.2278,0.08,
5793,5Alp CrB,233.6721,26.7147,-0.02,0.045
5794,39Ups Lib,234.2563,-28.135,1.38,0.044
5795,15Tau3Ser,233.8883,17.6556,0.94,
5796,,233.9725,11.2656,1.09,
5797,Ome Lup,234.5133,-42.5675,1.42,0.017
5798,,234.7063,-52.3728,0,0.015
5799,14    Ser,234.1404,-0.5617,0.72,
5800,6Mu  CrB,233.8125,39.01,1.64,0.003
5801,,234.3687,-26.28,0.01,
5802,16    Ser,234.1233,10.01,0.95,0.03
5803,,234.9854,-59.9083,0.48,0.029
5804,18Tau5Ser,234.1221,16.1189,0.29,
5805,,234.6362,-39.1608,-0.07,
5806,,234.4504,-23.1417,1.1,
5807,,234.6763,-39.1281,0.21,
5808,,233.9554,38.3739,,
5809,,234.5654,-28.2067,1.17,
5810,,234.5679,-21.0161,1.08,
5811,,233.8179,53.9219,1.18,
