name,alt_name,ra,dec,parallax
HR 469,52Chi And,131.88594,-17.65106,0.009
HR 4690,3    CVn,136.46324,67.3048,
HR 4691,,293.45439,40.12019,0.008
HR 4692,,299.76646,-3.16158,
HR 4693,,215.36056,83.04503,
HR 4694,,220.36234,82.94694,0.06
HR 4695,16    Vir,284.26501,65.05146,-0.002
HR 4696,5Zet Crv,293.57719,40.09444,
HR 4697,11    Com,264.14062,78.28045,
HR 4698,,211.79418,83.15675,0.008
HR 4699,,291.67231,48.63801,0.02
HR 47,,303.90853,-32.06158,
HR 470,,130.16356,-8.31711,
HR 4700,Eps Cru,299.22305,2.25387,0.026
HR 4701,70    UMa,130.78523,58.79548,
HR 4702,,298.8341,6.26232,
HR 4703,Zet2Mus,300.12643,-4.80998,0.007
HR 4704,Zet1Mus,300.22344,-5.58965,
HR 4705,,230.99927,83.01591,
HR 4706,,299.0992,4.98254,
HR 4707,12    Com,222.50472,83.40138,0.014
HR 4708,17    Vir,284.14218,67.11693,0.027
HR 4709,,302.4612,-23.30247,
HR 471,,259.18255,-76.30606,
HR 4710,,300.24416,-4.90728,0.013
HR 4711,6    Crv,294.88641,37.59212,
HR 4712,,296.5599,27.11416,
HR 4713,,297.07786,23.25218,
HR 4714,,297.05584,23.64452,
HR 4715,4    CVn,141.22711,73.58904,
HR 4716,5    CVn,133.05042,65.02413,0.038
HR 4717,13    Com,221.03722,83.85026,0.009
HR 4718,,297.56551,21.20924,
HR 4719,,225.75313,83.75985,0.011
HR 472,Alp Eri,290.84103,-58.79203,0.026
HR 4720,,300.25011,-3.0351,
HR 4721,,297.77639,20.09396,
HR 4722,,292.74523,50.74167,
HR 4723,,295.89172,34.76508,
HR 4724,,296.93411,27.3815,
HR 4725,,239.95007,83.28211,0.007
HR 4726,71    UMa,130.15852,59.97902,
HR 4727,,127.76452,53.07769,
HR 4728,6    CVn,145.50503,76.96639,0.03
HR 4729,,300.11948,-0.38693,
HR 473,,187.04529,-77.71298,
HR 4730,Alp1Cru,300.1266,-0.36283,0.008
HR 4731,Alp2Cru,300.12774,-0.36292,0.008
HR 4732,,298.97975,11.22969,
HR 4733,14    Com,210.06072,84.4318,0.014
HR 4734,,298.76921,13.75924,0.04
HR 4735,,296.98565,29.75783,
HR 4736,,300.28226,-1.04113,
HR 4737,15Gam Com,199.64642,84.45915,0.003
HR 4738,16    Com,214.72155,84.54485,0.024
HR 4739,,299.84374,3.73611,0.007
HR 474,,204.38858,-79.15535,
HR 4740,,125.67609,45.06492,0.005
HR 4741,,284.96335,70.64944,
HR 4742,,294.79543,45.86644,
HR 4743,Sig Cen,299.10345,12.46714,
HR 4744,,300.43134,-1.58197,
HR 4745,73    UMa,129.88576,61.09224,
HR 4746,,291.87249,57.74928,
HR 4747,,300.21596,0.95503,
HR 4748,,298.04694,23.6115,
HR 4749,,299.7513,6.32258,0.021
HR 475,105    Psc,139.37528,-44.92015,
HR 4750,,221.67988,84.82751,
HR 4751,,225.26223,84.77695,
HR 4752,17    Com,225.22419,84.81704,0.021
HR 4753,18    Com,243.06604,84.19701,
HR 4754,,299.94719,6.22217,
HR 4755,,298.6446,20.95683,
HR 4756,20    Com,263.27709,82.03786,
HR 4757,7Del Crv,295.47239,46.04345,0.024
HR 4758,,294.9768,49.14847,0.049
HR 4759,,296.70659,38.9193,
HR 476,,132.35592,-18.67137,
HR 4760,74    UMa,128.31663,58.49729,0.039
HR 4761,7    CVn,130.89414,65.26071,0.035
HR 4762,75    UMa,128.17916,58.14254,
HR 4763,Gam Cru,300.16905,5.64965,
HR 4764,Gam Cru,300.18195,5.68297,
HR 4765,4    Dra,125.74796,47.81038,0.016
HR 4766,21    Com,240.92738,84.73938,
HR 4767,,129.94098,63.77027,
HR 4768,,300.41623,3.35126,0.01
HR 4769,,301.50247,-10.18346,
HR 477,53Tau And,132.924,-21.33945,
HR 4770,,288.30978,69.90381,
HR 4771,,300.75822,-0.71672,
HR 4772,,293.739,57.46554,
HR 4773,Gam Mus,301.45887,-9.31563,
HR 4774,,298.21213,30.16064,
HR 4775,8Eta Crv,296.17908,46.42155,0.052
HR 4776,,295.98686,48.75836,
HR 4777,20    Vir,287.62483,72.61858,
HR 4778,,297.12935,42.87623,
HR 4779,,296.17489,49.8069,
HR 478,43    Cas,127.67963,5.64182,
HR 4780,22    Com,247.20199,85.07176,
HR 4781,21    Vir,295.6552,53.17018,0.019
HR 4782,,300.05152,12.86472,
HR 4783,,153.97483,82.77552,0.033
HR 4784,,153.19029,82.67636,0.056
HR 4785,8Bet CVn,136.13376,75.31396,0.117
HR 4786,9Bet Crv,297.8738,39.30753,0.034
HR 4787,5Kap Dra,125.21524,47.26027,0.013
HR 4788,,299.80356,18.09679,0.021
HR 4789,23    Com,262.13923,84.13661,0.004
HR 479,,287.70351,-62.26658,
HR 4790,,301.05055,0.97155,
HR 4791,24    Com,278.82871,80.47545,0.002
HR 4792,24    Com,278.86279,80.47746,0.002
HR 4793,,266.81131,83.57611,
HR 4794,,299.74864,21.75292,0.024
HR 4795,6    Dra,125.02418,47.03843,
HR 4796,,299.7211,22.90561,
HR 4797,,298.04348,42.19775,
HR 4798,Alp Mus,301.65569,-6.29918,
HR 4799,25    Vir,296.25934,56.84995,
HR 48,7    Cet,75.10735,-78.22586,0.029
HR 480,42    Cas,127.21488,8.18016,0.004
HR 4800,,126.49064,57.53724,
HR 4801,25    Com,283.76337,79.41879,
HR 4802,Tau Cen,300.58693,14.2681,0.024
HR 4803,,299.17193,35.63256,0.037
HR 4804,,302.14336,-12.51633,
HR 4805,,294.72629,65.94109,
HR 4806,,301.71151,-4.35112,
HR 4807,,295.32166,64.53323,0.029
HR 4808,,293.67453,69.62717,0.014
HR 4809,,298.70322,44.51719,
HR 481,,129.02202,-1.23358,
HR 4810,,299.77196,32.37358,
HR 4811,9    CVn,132.8799,76.00825,
HR 4812,,270.07959,84.72033,
HR 4813,26Chi Vir,297.69737,54.7522,0.02
HR 4814,,301.783,-3.66563,
HR 4815,26    Com,277.4245,83.31556,
HR 4816,,138.5128,80.80561,
HR 4817,,300.52918,22.8303,
HR 4818,,301.11405,16.69066,
HR 4819,Gam Cen,301.25469,13.87974,0.016
HR 482,,129.5244,-3.59145,
HR 4820,,302.10433,-6.55078,
HR 4821,,299.09339,49.78233,0.014
HR 4822,,299.09472,49.78098,0.014
HR 4823,,301.73225,3.16383,
HR 4824,27    Vir,294.5432,73.13728,
HR 4825,29Gam Vir,297.83392,61.32552,0.099
HR 4826,29Gam Vir,297.83392,61.32552,0.099
HR 4827,,299.83438,43.0553,
HR 4828,30Rho Vir,294.88877,72.958,
HR 4829,31    Vir,296.17703,69.55394,0.012
HR 483,,132.7156,-19.29964,0.081
HR 4830,,301.95803,-0.20311,
HR 4831,,301.43068,14.03286,0.025
HR 4832,,301.71784,6.90425,
HR 4833,76    UMa,124.87444,54.3779,
HR 4834,,301.77109,6.67697,
HR 4835,,301.90078,3.9527,
HR 4836,,301.27611,22.66823,
HR 4837,,298.87743,61.23341,
HR 4838,,301.25365,26.49824,
HR 4839,,300.94747,34.51922,
HR 484,,136.79989,-35.77941,0.023
HR 4840,,124.73399,55.94336,
HR 4841,,302.35018,-5.96659,
HR 4842,Iot Cru,302.22744,1.88271,0.036
HR 4843,,127.21692,72.96698,
HR 4844,Bet Mus,302.44929,-5.24118,0.015
HR 4845,10    CVn,128.83302,77.7754,0.063
HR 4846,,126.4474,71.64487,0.002
HR 4847,32    Vir,298.60967,70.49619,0.014
HR 4848,,302.22927,6.37595,
HR 4849,33    Vir,298.80724,72.37119,0.021
HR 485,,135.69069,-31.57742,
HR 4850,,301.81019,29.54597,
HR 4851,27    Com,296.68236,79.39105,
HR 4852,,123.28689,36.50232,
HR 4853,Bet Cru,302.4621,3.17976,
HR 4854,,299.90604,68.7967,
HR 4855,34    Vir,299.00142,74.7977,
HR 4856,,301.18178,56.55666,
HR 4857,,301.91186,38.01303,
HR 4858,35    Vir,300.69695,66.42901,
HR 4859,,123.74058,54.34098,
HR 486,,289.59701,-59.66075,0.152
HR 4860,,302.11838,35.26951,
HR 4861,28    Com,299.6222,76.40428,
HR 4862,,302.79963,-9.11509,
HR 4863,7    Dra,123.52842,50.33347,0.023
HR 4864,,288.17074,87.63556,0.043
HR 4865,29    Com,300.20306,76.98082,
HR 4866,11    CVn,124.18032,68.65471,
HR 4867,,123.56073,56.80486,0.041
HR 4868,,302.77891,2.47058,
HR 4869,30    Com,171.17863,89.36183,
HR 487,,289.59279,-59.66356,0.152
HR 4870,Iot Oct,303.01318,-22.25211,
HR 4871,,302.74172,14.41164,
HR 4872,,302.85932,10.08418,
HR 4873,,299.38052,85.72713,
HR 4874,,302.75414,28.87209,0.02
HR 4875,,124.31663,79.60796,0
HR 4876,,302.91444,2.54204,
HR 4877,,302.90915,52.53345,
HR 4878,37    Vir,303.04018,65.92841,
HR 4879,,303.03843,23.19084,
HR 488,,129.05551,-0.83582,
HR 4880,,303.04425,14.77741,
HR 4881,,303.07768,36.1335,
HR 4882,,303.07715,9.04207,
HR 4883,31    Com,114.96101,89.58361,0.011
HR 4884,32    Com,303.98212,79.94408,
HR 4885,,303.16778,7.9185,
HR 4886,,304.21753,78.9917,
HR 4887,,303.17042,2.54226,
HR 4888,,303.2156,13.92753,0.02
HR 4889,,303.34575,22.69124,0.056
HR 489,106Nu  Psc,145.11775,-55.21614,0.041
HR 4890,Kap Cru,303.22636,2.49349,
HR 4891,38    Vir,303.78707,59.31574,0.042
HR 4892,,123.01211,33.70979,0.001
HR 4893,,123.00815,33.71512,0.001
HR 4894,35    Com,307.15046,84.10152,0.021
HR 4895,,303.3164,4.43896,
HR 4896,,303.98474,58.64336,
HR 4897,Lam Cru,303.34501,3.72247,
HR 4898,Mu 1Cru,303.36159,5.69132,
HR 4899,Mu 2Cru,303.36443,5.70078,
HR 49,,111.91884,-39.80567,
HR 490,,134.46357,-26.49008,
HR 4900,41    Vir,305.22936,75.27968,
HR 4901,,304.05529,51.21688,
HR 4902,40Psi Vir,304.13537,53.32604,0.021
HR 4903,,303.60175,18.71525,0.044
HR 4904,,117.75442,83.56588,
HR 4905,77Eps UMa,122.18025,61.16477,0.009
HR 4906,,303.68867,19.95024,
HR 4907,,303.32619,-9.31745,
HR 4908,,303.55239,6.03021,
HR 4909,,121.19822,69.91976,
HR 491,44    Cas,129.27116,-1.6804,
HR 4910,43Del Vir,305.51348,66.24837,0.022
HR 4911,,304.52127,47.53111,
HR 4912,,304.33992,36.39761,
HR 4913,,303.83327,11.66329,
HR 4914,12Alp1CVn,118.32432,78.77265,0.027
HR 4915,12Alp2CVn,118.30434,78.76867,0.027
HR 4916,8    Dra,122.25532,51.68435,0.032
HR 4917,,121.3633,63.01406,0.012
HR 4918,,304.77502,40.09596,
HR 4919,,119.91766,70.91803,
HR 492,,162.15081,-70.26451,0.035
HR 4920,36    Com,313.40373,80.12862,
HR 4921,44    Vir,306.91524,58.99626,
HR 4922,,305.10898,29.32796,
HR 4923,Del Mus,303.79867,-8.69538,0.03
HR 4924,37    Com,95.59713,85.86403,0.016
HR 4925,46    Vir,307.42952,59.42313,
HR 4926,,317.02391,80.99185,0.02
HR 4927,,122.31514,41.64695,
HR 4928,9    Dra,121.60796,50.50925,0.005
HR 4929,38    Com,316.09133,79.74558,
HR 493,107    Psc,138.87617,-41.017,0.119
HR 4930,,303.86735,-8.62551,
HR 4931,78    UMa,120.30136,60.71437,0.034
HR 4932,47Eps Vir,312.32517,73.63479,0.043
HR 4933,Xi 1Cen,304.95152,13.29703,0.012
HR 4934,,121.00116,53.47916,0.033
HR 4935,,306.8283,42.19534,0.003
HR 4936,,120.30626,57.35484,
HR 4937,48    Vir,308.9911,59.06168,0.005
HR 4938,,305.63523,21.60489,
HR 4939,,305.13012,10.69666,
HR 494,,262.43173,-74.79765,
HR 4940,,305.4702,14.33499,
HR 4941,,305.96887,21.19381,
HR 4942,Xi 2Cen,305.48638,12.88889,
HR 4943,14    CVn,104.46426,80.8106,0.011
HR 4944,,304.93743,2.94897,
HR 4945,,114.85126,71.63251,0.012
HR 4946,39    Com,333.37688,83.12534,0.03
HR 4947,,306.4456,26.9043,
HR 4948,,64.11921,86.23553,
HR 4949,40    Com,340.63906,84.35822,0.045
HR 495,,132.40206,-16.59423,
HR 4950,,121.57236,44.06759,0.007
HR 4951,,305.37438,9.3352,
HR 4952,The Mus,304.67426,-2.49109,
HR 4953,,119.87983,54.99773,
HR 4954,41    Com,41.91968,86.47067,0.008
HR 4955,49    Vir,309.49548,51.92157,0.025
HR 4956,,40.54746,86.32103,
HR 4957,,310.06937,53.65015,
HR 4958,45Psi Hya,308.18908,39.57375,0.012
HR 4959,,310.25098,53.08028,
HR 496,Phi Per,131.32462,-11.3302,0.025
HR 4960,,317.53285,72.38835,
HR 4961,50    Vir,310.30806,52.27982,
HR 4962,,326.32301,78.87751,
HR 4963,51The Vir,311.4177,57.02753,0.026
HR 4964,,103.62023,79.01342,
HR 4965,,305.94579,10.19049,
HR 4966,,304.6946,-7.14008,
HR 4967,15    CVn,105.54805,77.97112,
HR 4968,42Alp Com,327.93369,79.48931,0.054
HR 4969,42Alp Com,327.93369,79.48931,0.054
HR 497,Pi  Scl,241.26933,-77.83793,-0.005
HR 4970,,306.8247,20.48963,
HR 4971,17    CVn,105.17889,77.98027,
HR 4972,,305.2262,-0.52217,
HR 4973,,306.77254,19.35404,0.011
HR 4974,,119.21842,54.76619,
HR 4975,,305.54519,2.8451,0.014
HR 4976,,304.11794,-15.6281,
HR 4977,,305.08758,-3.44467,
HR 4978,,308.5287,36.10027,
HR 4979,,307.41952,24.88895,0.053
HR 498,,258.27352,-75.5559,
HR 4980,,305.63431,2.94221,
HR 4981,53    Vir,310.11766,46.38525,0.04
HR 4982,,307.11569,19.99805,
HR 4983,43Bet Com,43.50197,85.4073,0.12
HR 4984,,2.46636,84.52475,
HR 4985,,306.48295,12.02032,
HR 4986,,321.61113,73.65748,
HR 4987,,334.18813,80.31326,
HR 4988,,305.8937,4.05688,
HR 4989,,305.86231,3.63861,0.053
HR 499,,130.00332,-4.60779,-0.003
HR 4990,54    Vir,310.14772,43.73647,0.011
HR 4991,,307.28851,19.54227,
HR 4992,,334.85751,80.22076,
HR 4993,Eta Mus,305.1775,-5.12653,
HR 4994,,305.02656,-6.90558,
HR 4995,55    Vir,310.20355,42.6196,0.01
HR 4996,,306.86244,13.7373,
HR 4997,,104.83564,76.18266,0.004
HR 4998,,322.99469,73.29786,
HR 4999,,308.25496,26.25533,
HR 5,,117.03486,-3.91691,0.047
HR 50,35    Psc,107.86254,-52.98092,0.017
HR 500,,152.74969,-63.55288,0.009
HR 5000,,305.58994,-2.39725,
HR 5001,57    Vir,310.77107,42.55478,0.048
HR 5002,,305.47425,-4.03919,0.007
HR 5003,,120.65505,44.23154,
HR 5004,19    CVn,104.57449,75.40253,
HR 5005,,315.83738,60.85352,
HR 5006,,309.2631,31.05263,0.016
HR 5007,,339.42909,80.11711,
HR 5008,,307.82483,18.64716,
HR 5009,,121.8514,36.61278,
HR 501,,283.51568,-65.15258,
HR 5010,,342.32621,80.67367,
HR 5011,59    Vir,322.79019,71.31246,0.079
HR 5012,,305.10511,-9.28158,
HR 5013,,328.35467,75.25755,
HR 5014,,316.68603,61.49716,
HR 5015,60Sig Vir,320.14264,67.46291,0.011
HR 5016,,307.25405,11.35776,
HR 5017,20    CVn,102.74052,75.51574,0.019
HR 5018,,119.45681,48.55085,
HR 5019,61    Vir,311.85898,44.09241,0.115
HR 502,,130.15769,-5.03247,
HR 5020,46Gam Hya,311.09851,39.26384,0.027
HR 5021,,319.72695,65.66169,
HR 5022,,84.76996,80.92844,
HR 5023,21    CVn,111.85263,66.86579,0.02
HR 5024,,306.5971,2.89089,
HR 5025,,88.19677,80.05843,
HR 5026,,307.40836,9.86974,
HR 5027,,307.0803,6.83443,
HR 5028,Iot Cen,309.41864,25.79201,0.062
HR 5029,,308.165,15.69094,
HR 503,,135.64718,-29.38308,
HR 5030,,305.3676,-9.42379,
HR 5031,,320.31935,64.82122,0.005
HR 5032,23    CVn,100.09401,75.67058,
HR 5033,,312.60842,42.81734,
HR 5034,,306.70421,1.67114,
HR 5035,,306.7067,1.65462,
HR 5036,,307.72809,10.40129,
HR 5037,,320.34954,63.93107,
HR 5038,,308.36386,14.59677,
HR 5039,,308.31142,13.97855,
HR 504,,132.43042,-15.75221,
HR 5040,64    Vir,322.7141,66.83908,
HR 5041,,306.42509,-1.88518,0.002
HR 5042,Iot1Mus,305.17003,-12.1626,0.016
HR 5043,,310.5303,29.21351,
HR 5044,63    Vir,313.49928,44.4875,0.004
HR 5045,,104.70694,72.12522,
HR 5046,,308.28439,12.71128,
HR 5047,65    Vir,317.63762,57.0344,
HR 5048,,306.56216,-1.85201,0.008
HR 5049,,305.80245,-7.9477,
HR 505,,292.16904,-55.27401,
HR 5050,66    Vir,318.08585,56.73036,
HR 5051,Iot2Mus,305.34284,-11.98829,
HR 5052,,90.25191,77.9532,
HR 5053,,332.3463,73.38572,
HR 5054,79Zet UMa,113.11073,61.57916,0.047
HR 5055,79Zet UMa,113.1043,61.58205,0.047
HR 5056,67Alp Vir,316.11239,50.84447,0.023
HR 5057,,11.4792,81.72863,
HR 5058,,310.14725,22.62991,0.012
HR 5059,,320.77458,60.46975,
HR 506,,286.89721,-61.76964,
HR 5060,,310.03562,20.88351,
HR 5061,,308.91267,13.31322,
HR 5062,80    UMa,112.76918,61.46848,0.045
HR 5063,,308.91822,13.07312,
HR 5064,68    Vir,316.18044,49.25422,
HR 5065,,310.31075,22.19507,
HR 5066,,306.19279,-6.99308,
HR 5067,,105.13703,69.8777,
HR 5068,69    Vir,315.44575,46.02123,0.059
HR 5069,,306.95002,-2.09849,
HR 507,,154.46616,-64.37543,
HR 5070,,116.41828,53.4279,0.028
HR 5071,,308.98669,11.25938,0.011
HR 5072,70    Vir,337.66547,74.1008,0.043
HR 5073,,119.26508,44.48898,
HR 5074,,116.77332,51.9644,
HR 5075,,116.75027,51.97776,
HR 5076,,110.49294,63.49071,
HR 5077,,95.99008,74.4049,
HR 5078,,322.15534,60.08857,
HR 5079,,108.76954,65.51829,
HR 508,109    Psc,139.67123,-41.04345,0.027
HR 5080,,314.22298,38.74973,
HR 5081,71    Vir,333.32843,71.42484,
HR 5082,,305.24789,-14.88495,0.034
HR 5083,,108.67545,65.36429,
HR 5084,Kap Oct,303.91196,-23.00885,
HR 5085,,114.52543,56.57425,0.025
HR 5086,,329.32697,68.05201,
HR 5087,,328.11395,66.98258,
HR 5088,72    Vir,320.03225,55.10165,
HR 5089,,311.22015,22.82599,0.012
HR 509,52Tau Cet,173.10092,-73.43968,0.275
HR 5090,,313.60007,33.92655,
HR 5091,,120.71206,38.33088,
HR 5092,,311.6234,23.78554,
HR 5093,,307.26633,-3.11615,
HR 5094,73    Vir,316.14746,43.09836,
HR 5095,74    Vir,320.77685,55.20559,0.02
HR 5096,,96.97829,72.95636,0.012
HR 5097,,313.73942,33.31369,
HR 5098,,313.53684,32.45792,
HR 5099,75    Vir,317.47212,46.33587,
HR 51,,95.06312,-70.43888,
HR 510,110Omi Psc,144.60729,-51.42893,0.023
HR 5100,76    Vir,319.44025,51.37068,0.021
HR 5101,,320.76297,54.23116,
HR 5102,,18.59923,80.28222,
HR 5103,,310.28994,13.98364,
HR 5104,,313.23643,28.6933,
HR 5105,78    Vir,328.26776,64.40985,0.021
HR 5106,,318.86611,48.31513,0.007
HR 5107,79Zet Vir,325.24595,60.3884,0.044
HR 5108,,88.06882,75.29118,
HR 5109,81    UMa,110.49397,60.73695,0.013
HR 511,,129.08776,1.65549,0.107
HR 5110,,83.32368,76.40734,0.022
HR 5111,80    Vir,322.70945,55.77366,
HR 5112,24    CVn,104.99418,66.58686,0.034
HR 5113,,308.32993,0.69926,0.032
HR 5114,,336.58628,70.13835,
HR 5115,,305.94265,-13.09208,
HR 5116,,98.47935,70.79335,
HR 5117,,313.47007,27.47315,
HR 5118,,311.51884,17.96579,
HR 5119,,306.90502,-7.93917,
HR 512,,301.22887,-33.99888,
HR 5120,,315.383,35.27744,0.021
HR 5121,,311.13133,15.71049,
HR 5122,,309.02881,3.90298,
HR 5123,,21.67659,79.45479,
HR 5124,,309.26354,4.66501,
HR 5125,,306.94306,-8.29577,
HR 5126,,104.67804,66.00795,
HR 5127,25    CVn,78.96951,76.60964,0.03
HR 5128,,315.0816,32.19348,
HR 5129,,345.57946,73.17816,
HR 513,,156.61432,-64.97476,
HR 5130,,308.13495,-2.19869,
HR 5131,,119.64919,40.30448,
HR 5132,Eps Cen,310.19179,8.72104,
HR 5133,,105.56291,64.82427,0.003
HR 5134,,310.88839,12.16982,
HR 5135,,312.923,22.1859,
HR 5136,,312.88351,21.88329,
HR 5137,,356.45672,75.90571,
HR 5138,,339.89607,70.08252,0.011
HR 5139,,117.72003,45.42029,
HR 514,Eps Scl,206.29014,-77.65956,0.037
HR 5140,,309.45763,3.44221,
HR 5141,,310.25002,7.59538,0.003
HR 5142,82    UMa,107.04815,62.6993,0.011
HR 5143,,55.83813,78.65532,
HR 5144,1    Boo,3.07947,76.64143,0.018
HR 5145,,40.68342,79.06087,
HR 5146,,317.54868,37.99657,
HR 5147,,314.80234,28.11223,
HR 5148,,104.46678,64.8177,0.049
HR 5149,2    Boo,13.25777,77.83677,
HR 515,,141.19998,-43.49374,
HR 5150,82    Vir,323.41752,52.16163,0.013
HR 5151,,309.97704,5.39759,
HR 5152,,311.18497,11.25449,
HR 5153,,110.17701,58.69297,
HR 5154,83    UMa,108.17978,61.01199,0.014
HR 5155,,313.20274,20.44171,
HR 5156,,337.94992,67.73898,0.035
HR 5157,,313.19746,19.7608,
HR 5158,,311.35172,10.99298,
HR 5159,84    Vir,332.76717,63.3792,0.006
HR 516,Tau1Hyi,299.98494,-37.69276,
HR 5160,,90.49198,72.08763,
HR 5161,,71.71364,76.51328,
HR 5162,,114.4212,51.47058,
HR 5163,,326.12089,54.99316,
HR 5164,,15.31442,77.34764,
HR 5165,83    Vir,321.03122,44.8198,
HR 5166,,317.80484,35.82617,
HR 5167,,317.84096,35.18228,
HR 5168,1    Cen,315.85243,28.46313,0.051
HR 5169,,104.91182,63.18903,
HR 517,,217.10468,-77.87241,
HR 5170,85    Vir,321.55468,45.13733,
HR 5171,,309.29721,-0.40914,
HR 5172,,311.63362,10.50362,0.018
HR 5173,86    Vir,323.16075,48.29281,
HR 5174,,315.28192,25.28527,0.019
HR 5175,,312.02276,11.63088,
HR 5176,,312.03527,11.55461,0.013
HR 5177,,107.96855,59.65897,0.024
HR 5178,,324.98968,50.75781,
HR 5179,,87.52153,72.06152,0.012
HR 518,,132.99907,-15.53742,
HR 5180,,81.10947,73.83892,
HR 5181,87    Vir,321.28103,43.00816,
HR 5182,3    Boo,29.4782,77.54668,
HR 5183,,337.84864,65.38706,0.026
HR 5184,,119.56377,38.7269,0.034
HR 5185,4Tau Boo,358.93581,73.889,0.059
HR 5186,,80.90595,73.71255,
HR 5187,84    UMa,106.37601,60.88692,
HR 5188,,305.08543,-20.0643,
HR 5189,,315.85845,25.72086,0.039
HR 519,,282.92427,-64.13569,-0.023
HR 5190,Nu  Cen,314.41393,19.88568,
HR 5191,85Eta UMa,100.69582,65.32248,0.035
HR 5192,2    Cen,316.321,26.90829,0.031
HR 5193,Mu  Cen,314.23772,19.11705,
HR 5194,,308.22772,-7.15254,
HR 5195,,54.35769,76.87887,
HR 5196,89    Vir,321.92594,42.57214,0.046
HR 5197,,318.06788,32.06009,
HR 5198,,315.03354,21.58289,
HR 5199,,82.65545,72.76914,-0.006
HR 52,,113.93187,-30.70041,
HR 520,,285.67568,-61.73658,0.023
HR 5200,5Ups Boo,355.80998,72.40111,0.011
HR 5201,6    Boo,12.24772,75.48885,
HR 5202,,321.42393,40.84142,
HR 5203,,121.00511,34.18418,
HR 5204,,74.14552,74.42495,
HR 5205,,338.54342,64.21187,
HR 5206,,313.5285,14.7271,
HR 5207,,312.14073,8.97237,-0.001
HR 5208,,316.23936,24.87869,
HR 5209,,319.95408,36.49302,0.062
HR 521,,135.20082,-23.55217,
HR 5210,3    Cen,317.28214,28.18898,0.017
HR 5211,3    Cen,317.28398,28.18823,0.017
HR 5212,,317.74207,29.50425,0.016
HR 5213,,111.05661,54.27393,
HR 5214,,67.50163,75.12798,
HR 5215,,67.09673,75.16214,0.014
HR 5216,,108.8268,56.94319,
HR 5217,,312.24677,8.36802,
HR 5218,,308.9184,-5.52037,
HR 5219,,66.0997,75.14019,0.026
HR 522,4    Ari,141.89015,-43.81741,
HR 5220,,349.54072,69.32346,
HR 5221,4    Cen,317.92695,29.13896,
HR 5222,,316.87764,25.51996,0.009
HR 5223,,313.84014,14.41537,
HR 5224,,317.05089,25.83982,
HR 5225,7    Boo,3.2967,73.05255,
HR 5226,10    Dra,112.77348,51.20534,0.014
HR 5227,,114.79772,47.86152,0.025
HR 5228,,319.27138,32.30044,
HR 5229,,42.87802,76.28433,
HR 523,,136.64769,-28.65195,0.038
HR 5230,,312.76748,9.48873,
HR 5231,Zet Cen,314.06879,14.19256,
HR 5232,90    Vir,333.46549,57.56918,0.027
HR 5233,,328.79289,51.59434,0.02
HR 5234,,312.43611,7.53804,0.012
HR 5235,8Eta Boo,5.2888,73.03034,0.108
HR 5236,,312.32245,6.97584,
HR 5237,,318.7262,29.60692,
HR 5238,86    UMa,103.76141,61.01518,0.012
HR 5239,,314.38615,14.83109,0.025
HR 524,,268.51427,-71.43442,
HR 5240,,306.43952,-16.19166,
HR 5241,,310.19049,-1.75194,0.033
HR 5242,,309.73973,-3.81943,
HR 5243,,355.10862,70.09043,
HR 5244,92    Vir,336.52675,59.61207,
HR 5245,,56.03681,75.11405,0.014
HR 5246,,322.14233,37.37369,
HR 5247,9    Boo,38.11737,75.53773,0.008
HR 5248,Phi Cen,315.97628,19.07184,
HR 5249,Ups1Cen,315.28628,16.44907,
HR 525,,301.69983,-32.24801,
HR 5250,47    Hya,321.6597,35.44819,
HR 5251,,313.86159,11.05631,
HR 5252,,311.05421,0.29983,
HR 5253,,309.84778,-4.33358,
HR 5254,,357.74596,69.98388,
HR 5255,10    Boo,17.01877,73.78157,0.013
HR 5256,,109.61407,53.8932,
HR 5257,48    Hya,322.03557,35.30509,0.029
HR 5258,,333.83949,55.16486,
HR 5259,,317.11751,20.71685,
HR 526,,132.85869,-13.85722,0.008
HR 5260,Ups2Cen,315.59492,15.53294,0.013
HR 5261,The Aps,307.21984,-14.5441,
HR 5262,,348.37842,65.39584,
HR 5263,11    Boo,37.89677,74.51222,
HR 5264,93Tau Vir,339.21764,59.37656,0.024
HR 5265,,321.70454,32.84252,
HR 5266,,312.86912,5.26273,
HR 5267,Bet Cen,311.76691,1.25105,0.009
HR 5268,,320.28884,28.76352,0.018
HR 5269,,317.16133,19.44994,
HR 527,,149.17394,-56.25449,
HR 5270,,350.16747,65.80431,
HR 5271,,90.55583,66.67291,
HR 5272,,324.1528,37.44655,
HR 5273,,352.45732,66.44739,0.059
HR 5274,,347.39033,63.99726,
HR 5275,,343.99385,61.84803,
HR 5276,,334.07082,53.03153,
HR 5277,,327.95314,44.32398,
HR 5278,,313.62518,6.65163,
HR 5279,,308.00075,-12.7416,0.041
HR 528,,256.58865,-74.44513,
HR 5280,,98.10601,62.5678,
HR 5281,,312.26294,1.79085,
HR 5282,,113.62673,47.15731,
HR 5283,,341.25229,59.60906,
HR 5284,,327.46305,42.99333,
HR 5285,Chi Cen,317.73049,19.53822,
HR 5286,,317.14896,17.70697,
HR 5287,49Pi  Hya,323.00082,33.25227,0.049
HR 5288,5The Cen,319.4537,24.07594,0.065
HR 5289,,311.46016,-1.61509,
HR 529,,132.17915,-9.86669,
